Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-450.03345	3.818562	-442.14087	-455.0433	-332.51495	96.12363	-182.53787	-441.68616	-251.01706	1.3677233	-247.5511	-252.79419	-284.1848	71.073235	-214.9997	-398.78824	-450.44226	24.039005	-427.53925	-490.05716	-476.03378	2.2208676	-471.6262	-478.88968	1000.0	1000.0	3999	10.823083	6.962916	46.79622	-0.6519263	10.824803	6.959939	46.013798	-0.011235062	-7.063611	2.9790466	26.862804	-18.9647	9.970439	1.3977923	180.35234427452087
2	-1921.8357	13.790082	-1911.1917	-1961.6483	-347.0895	25.918	-309.79227	-374.71652	-479.3663	2.4363618	-474.95932	-483.9829	-226.32271	11.27941	-211.56511	-241.83989	-399.86746	17.272991	-385.8412	-429.19815	-1440.2842	8.259426	-1433.8174	-1463.3807	1000.0	1000.0	7999	47.34316	20.79309	142.75226	6.218315	47.34434	20.790758	144.46786	6.144022	2.1592414	7.036542	36.892555	-18.252272	38.88538	9.457057	407.3967161178589
3	-1236.9775	20.627626	-1210.6074	-1283.5034	-969.8593	656.262	-295.12637	-1694.6731	-325.7862	55.906307	-220.93036	-444.9645	-352.31958	96.75087	-225.8077	-497.93643	-837.2492	397.0958	-373.37088	-1274.6577	-944.275	53.088924	-862.68207	-1063.2161	1000.0	1000.0	11999	162.36826	47.521122	312.15665	45.802876	162.36923	47.516376	315.75342	45.59751	15.16784	7.2348723	81.98366	-18.747097	129.76035	51.520878	636.4443233013153
4	-1215.9525	34.47908	-1164.0143	-1271.3358	-1541.2458	36.546696	-1485.9434	-1588.6979	-709.0869	285.43494	-352.40903	-1232.8976	-433.0213	95.83523	-331.9084	-574.4324	-1203.6443	88.27698	-1104.0237	-1317.404	-1317.0631	294.0422	-936.6553	-1845.4092	1000.0	1000.0	15999	261.31924	66.511765	508.30457	129.89705	261.31738	66.51214	518.1623	130.01068	12.7325535	8.429231	86.03214	-16.847475	202.65948	85.176704	878.0763916969299
5	-822.0055	53.88475	-705.4778	-915.36475	-1270.3362	100.736946	-1167.6625	-1434.4631	-377.5356	68.18318	-274.25388	-499.76828	-525.2413	123.91896	-397.3808	-717.1907	-1160.4093	121.995415	-981.21204	-1324.6265	-788.5383	84.83513	-686.6866	-957.4507	1000.0	1000.0	19999	304.4442	85.83785	453.79572	149.82732	304.4456	85.82898	463.05823	147.33913	7.1629524	8.535004	74.39241	-20.383118	230.0908	74.615685	1117.7387816905975
6	-1091.3987	110.71357	-877.4651	-1222.9105	-1036.5184	16.167059	-1019.067	-1053.7893	-23.576992	95.91913	164.69928	-216.7924	-314.64053	64.92792	-211.50633	-383.20596	-832.8997	60.806786	-738.401	-892.73944	-569.2763	120.35955	-274.03326	-720.50494	1000.0	1000.0	23999	320.36887	91.71468	439.73083	137.31561	320.37033	91.706795	437.42722	136.31735	4.23889	8.36166	62.33429	-21.07199	245.17271	61.470932	1353.1835279464722
7	-127.62685	50.94554	-57.375427	-204.3503	-987.5869	55.286457	-926.44977	-1076.8761	-354.4423	19.400284	-330.11252	-390.88797	-304.00793	43.0769	-241.303	-362.6016	-797.8014	32.186794	-774.23315	-853.22675	-418.25568	29.730993	-368.40094	-454.9512	1000.0	1000.0	27999	326.04367	97.72323	436.5293	122.160484	326.04544	97.715675	438.30157	120.90207	3.0518305	7.7358975	72.00356	-21.799465	249.05862	50.11164	1585.7918112277985
8	-70.75759	93.22314	91.16996	-198.71045	-806.6728	62.775894	-730.1293	-899.46716	103.70331	18.000927	143.67645	72.851974	-265.30338	40.820732	-221.48976	-307.56403	-668.63983	63.275166	-586.5544	-757.2976	68.32451	49.16135	140.23355	9.533238	1000.0	1000.0	31999	319.77527	95.1931	431.13528	108.65961	319.7758	95.187904	424.7316	107.38183	-0.7547506	6.208675	54.27889	-19.598907	242.63016	33.593815	1820.687332868576
9	631.9088	40.697815	706.4894	563.5723	-575.38696	138.19824	-383.3789	-773.40454	-48.114494	27.69009	-9.511048	-111.53679	-250.74623	38.143528	-208.23259	-306.6143	-538.4397	67.51149	-455.78217	-610.7476	267.83997	36.838783	305.22626	183.53827	1000.0	1000.0	35999	297.1444	83.10232	392.56644	100.89981	297.14453	83.10175	393.70483	98.79963	-3.9529517	4.942971	61.359825	-19.427912	224.17537	21.347918	2140.443387746811
10	895.5006	23.037182	910.2627	827.84265	-459.8167	51.059666	-392.84082	-512.5699	31.002106	11.066492	62.038036	20.626099	-194.35039	26.066462	-149.73885	-214.5115	-424.25873	19.583847	-406.0238	-456.25565	478.75244	4.8576694	488.13492	473.42743	1000.0	1000.0	39999	265.58392	72.8379	354.70193	94.63369	265.58417	72.837074	353.1496	94.25149	-5.964811	3.7667742	46.221226	-18.473194	201.55441	15.900976	2459.587481737137
11	812.42236	30.945314	860.9164	763.6837	-361.76447	53.986538	-279.9624	-429.852	160.94453	19.535416	203.97577	140.4734	-208.39407	46.39633	-146.72818	-275.13397	-389.2763	41.088196	-325.60016	-433.83505	567.15564	28.38953	623.77203	532.8696	1000.0	1000.0	43999	235.46947	63.344765	317.0876	87.85195	235.46898	63.34477	316.80276	84.322525	-7.123672	2.9154506	57.765137	-18.562222	178.64323	12.857737	2700.5501186847687
12	744.6466	25.80213	781.3675	693.405	-301.28806	4.981128	-293.7637	-306.00174	56.054955	8.65708	71.96378	44.186485	-132.8847	67.22738	-46.178802	-223.32768	-283.52872	65.5431	-198.95998	-373.23987	428.37823	12.542622	445.22012	400.21957	1000.0	1000.0	47999	215.00876	51.606773	285.27487	93.33361	215.00848	51.60842	282.40564	86.50778	-7.483248	2.5198534	49.32858	-21.34835	164.23569	10.54749	2940.6472492218018
13	757.2554	26.75393	804.0315	716.77405	-311.61118	58.48129	-246.76353	-398.94315	142.53792	25.27183	169.51262	79.32337	-48.07137	20.698889	-14.211534	-66.8404	-203.87697	36.158394	-178.51776	-266.31198	521.1656	18.531506	544.3593	481.3391	1000.0	1000.0	51999	199.39468	42.461014	257.58148	93.57103	199.3944	42.46204	258.53595	93.92405	-7.4556155	2.4135041	42.939777	-18.626192	152.31464	9.274738	3224.718723297119
