Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
45	7811.7363	106.811104	7937.7295	7657.4673	7959.3438	1803.4626	8741.093	2577.3545	1000.0	1000.0	179999	531.0603	129.36598	677.0078	-66.55452	531.06024	129.36656	673.904	-58.734608	4.416698	4.0689645	47.22685	-12.123133	-531.1457	38.804882	8785.362042665482
46	7802.619	271.34665	8045.9385	7369.8267	6865.5845	2488.0894	8602.276	972.9829	1000.0	1000.0	183999	536.9463	129.79234	682.55457	-54.85621	536.9461	129.79305	681.3842	-82.48929	4.3808827	4.040102	45.282074	-13.033507	-536.9895	40.080563	8985.172147989273
47	6316.1978	2562.6404	8073.239	1894.811	6637.978	1643.1932	8111.457	3436.3132	1000.0	1000.0	187999	540.01697	133.23415	687.1313	-81.2373	540.0165	133.23535	685.4796	-91.55675	4.474394	4.076654	38.40137	-11.652541	-540.06665	43.10766	9184.581454992294
48	7692.294	188.83876	7897.5796	7383.923	7476.55	1521.3394	8472.25	3134.9443	1000.0	1000.0	191999	545.0688	134.04884	692.1808	-39.487625	545.0678	134.0506	691.4339	-38.270573	4.4767323	4.093161	45.00174	-12.356418	-545.0579	43.571342	9383.991426706314
49	7905.499	84.31419	8019.7183	7781.9478	8489.745	896.82983	9000.281	5834.063	1000.0	1000.0	195999	550.07764	134.05116	695.9002	-61.439735	550.07794	134.05344	693.3824	-75.19671	4.515539	4.0699043	42.653736	-12.568187	-550.0744	42.44677	9582.296723127365
50	7871.1064	212.98412	8183.0503	7581.4683	8106.966	462.9853	8600.956	6800.207	1000.0	1000.0	199999	554.89606	134.29747	696.428	-71.536804	554.8956	134.29893	697.7903	-129.0608	4.553545	4.087618	38.856956	-13.191363	-554.8699	41.565422	9780.469989299774
51	7992.547	108.10289	8177.9146	7912.2505	8813.067	80.365875	8955.1	8711.3125	1000.0	1000.0	203999	559.4337	134.13281	702.67267	-14.763195	559.43335	134.13364	702.82837	-22.295593	4.5809045	4.0827193	46.93302	-13.494566	-559.4071	39.987133	9978.760943889618
52	7382.5923	1037.5862	8115.1396	5594.8994	8885.071	154.0032	9047.014	8573.807	1000.0	1000.0	207999	563.3717	136.11288	705.5441	-424.36475	563.3709	136.11635	705.1778	-395.31235	4.6001444	4.097144	48.695736	-14.722248	-563.29517	44.676334	10177.305327415466
53	8037.033	155.71156	8249.95	7831.1064	8761.792	103.287704	8906.047	8522.767	1000.0	1000.0	211999	567.348	137.27176	712.34283	-297.3032	567.3478	137.27365	714.3045	-316.1602	4.619451	4.1203895	47.25974	-13.415274	-567.2656	45.151176	10375.226359844208
54	8146.2334	170.90155	8380.121	7897.528	8494.106	55.789703	8557.268	8383.142	1000.0	1000.0	215999	571.6008	137.24121	718.8507	-322.74146	571.6009	137.24211	719.47076	-339.0886	4.6727266	4.0966773	44.563866	-12.951815	-571.50385	44.43497	10573.843210935593
55	8190.8438	190.61298	8383.669	7902.9795	8022.1494	128.93137	8246.851	7802.9907	1000.0	1000.0	219999	575.6601	137.70128	722.2534	-343.45276	575.65955	137.70271	721.87006	-347.30807	4.7195983	4.127766	40.959908	-12.532557	-575.6051	44.838226	10773.069485902786
56	8244.433	182.4595	8392.84	7934.9043	8599.705	91.371826	8716.074	8383.787	1000.0	1000.0	223999	580.8867	136.73193	727.4859	-373.95987	580.88654	136.73253	726.5638	-364.67337	4.754342	4.127209	38.67283	-12.59607	-580.8056	44.39793	10971.276934146881
57	8488.451	95.933235	8635.421	8366.866	8845.844	139.85973	9051.054	8610.917	1000.0	1000.0	227999	584.8587	137.65047	737.2763	-286.4085	584.8591	137.65001	734.40686	-302.35052	4.79222	4.15369	49.025757	-14.623063	-584.7454	45.000145	11202.425013780594
58	8380.337	87.43245	8478.939	8258.247	8348.691	83.103455	8491.668	8210.161	1000.0	1000.0	231999	589.2327	137.80716	755.8181	-231.81635	589.23267	137.8081	753.793	-246.2011	4.792209	4.160592	42.521847	-13.814119	-589.0884	44.763203	11446.477574586868
59	8399.933	204.11877	8739.401	8222.789	8290.706	1724.3649	9045.029	3123.967	1000.0	1000.0	235999	593.1252	138.32614	759.4664	-248.91106	593.1255	138.32623	758.19666	-260.43625	4.8698306	4.1801953	38.944866	-13.020454	-592.9704	45.532158	11694.843860149384
60	8566.044	93.426704	8690.36	8427.821	8997.047	147.02328	9241.568	8670.755	1000.0	1000.0	239999	597.3665	138.32845	762.44354	-243.48007	597.36633	138.33	764.2296	-253.65334	4.88546	4.1699157	47.783146	-13.125684	-597.2537	44.215023	11939.403798103333
61	8598.652	118.31251	8785.846	8485.67	8058.022	118.51519	8239.113	7865.9106	1000.0	1000.0	243999	601.7085	138.60637	765.6224	-239.2247	601.7081	138.60693	766.93695	-249.1986	5.0309167	4.2042174	48.101246	-13.055843	-601.5922	47.746555	12189.28802061081
62	8577.667	175.98326	8795.105	8364.734	9147.955	86.26605	9206.186	8907.096	1000.0	1000.0	247999	606.653	138.18939	769.80597	-226.8829	606.65265	138.19177	770.9771	-215.38693	5.0248747	4.186576	53.501335	-11.966831	-606.50916	47.90418	12406.985991954803
63	8513.807	247.96207	8817.443	8248.582	8827.6875	1108.8689	9529.074	5543.6855	1000.0	1000.0	251999	610.49725	139.32756	778.4039	-246.47418	610.4974	139.32756	775.9176	-250.97533	5.02046	4.1948013	46.01099	-11.264239	-610.3552	48.07029	12620.091545581818
64	8868.245	100.263176	9039.067	8781.827	8780.623	84.89929	8915.364	8647.235	1000.0	1000.0	255999	614.9156	139.13782	778.74335	-231.47609	614.91516	139.139	779.17737	-250.1699	5.1065173	4.2177987	49.08236	-14.777851	-614.78986	46.47743	12830.507112979889
65	8815.59	63.954216	8894.385	8724.934	9479.315	218.09323	9722.207	8985.07	1000.0	1000.0	259999	619.0341	139.92688	789.47797	-207.52858	619.0346	139.92824	786.8514	-215.75717	5.07068	4.1931486	48.77624	-13.424812	-618.88763	46.82936	13078.260358333588
66	8660.947	73.60029	8756.772	8552.087	9503.431	136.928	9646.524	9170.577	1000.0	1000.0	263999	623.3306	140.09535	796.17993	-193.71043	623.33	140.09822	790.9805	-186.7629	5.196979	4.2549133	45.520725	-12.616249	-623.1826	49.432655	13324.264925479889
67	8487.494	286.68243	8838.203	8047.6406	9100.552	97.11326	9219.152	8917.795	1000.0	1000.0	267999	627.937	139.95065	798.88354	-162.85085	627.93695	139.95387	799.34296	-162.85954	5.1932197	4.229108	50.888775	-13.739888	-627.7829	48.80782	13548.975945472717
68	8932.258	140.1345	9163.051	8800.275	9491.619	87.89867	9642.782	9285.503	1000.0	1000.0	271999	631.9853	140.33992	808.9196	-182.03473	631.98553	140.34073	808.3595	-176.89305	5.177421	4.24353	44.80659	-11.169393	-631.8035	51.827816	13763.081386327744
69	8880.019	134.33281	9090.075	8721.478	9617.515	159.37816	9929.666	9392.74	1000.0	1000.0	275999	635.61426	140.34317	809.5879	-225.25455	635.614	140.34343	811.0213	-230.11024	5.23669	4.262283	43.533203	-12.746769	-635.42413	53.121952	13978.600576400757
70	9030.658	160.42348	9243.266	8797.43	9296.524	278.62598	9658.687	8625.641	1000.0	1000.0	279999	638.9744	141.33757	816.54645	-243.72574	638.9743	141.3381	817.4532	-262.65848	5.212879	4.242676	47.014847	-13.715414	-638.80865	49.026764	14221.09967803955
71	9076.364	183.1881	9280.852	8780.418	8037.05	2997.5293	9772.614	1568.6481	1000.0	1000.0	283999	642.8399	140.9648	818.6964	-296.41458	642.8398	140.96703	816.57184	-317.74597	5.2642164	4.2497034	46.405266	-12.662644	-642.61615	52.56161	14469.150353908539
72	9032.289	193.16954	9342.488	8813.744	9671.248	127.85842	9824.634	9429.27	1000.0	1000.0	287999	645.95734	141.54085	825.321	-236.96802	645.95734	141.54211	824.95404	-231.48303	5.2717915	4.262379	45.811462	-13.407743	-645.7351	52.468124	14696.389907598495
73	9044.152	160.94582	9213.185	8784.754	9789.888	120.10348	9974.666	9611.783	1000.0	1000.0	291999	649.9846	140.9991	821.02484	-199.10324	649.9847	141.00299	821.5842	-239.84448	5.2948594	4.2748694	54.2724	-12.558911	-649.7818	51.7245	14892.335219144821
74	6983.533	3463.967	9163.2295	993.5656	9426.055	126.35797	9612.502	9249.15	1000.0	1000.0	295999	651.65765	142.99095	829.211	-177.26645	651.6581	142.993	826.55945	-198.2547	5.3797474	4.278116	56.110714	-13.284085	-651.42926	54.260075	15088.575158834457
75	8924.916	186.434	9228.857	8720.816	9519.956	235.26942	9863.769	9187.208	1000.0	1000.0	299999	653.392	145.5672	828.4829	-231.98009	653.3913	145.56856	831.3992	-234.71913	5.3344545	4.2826757	49.297546	-12.709096	-653.1668	53.365784	15291.075508832932
76	9329.581	86.02103	9430.057	9202.429	9146.8545	80.99349	9303.278	9042.984	1000.0	1000.0	303999	657.432	145.63962	834.5652	-214.40157	657.4319	145.6417	835.1891	-198.93323	5.4019656	4.3165445	46.122513	-13.783806	-657.1823	54.046474	15511.16250538826
77	9337.41	113.878815	9486.699	9207.639	10003.193	156.74832	10184.018	9682.355	1000.0	1000.0	307999	660.6722	145.8757	837.3764	-219.64288	660.67236	145.87782	838.6336	-204.78177	5.4620757	4.3157997	49.416157	-12.743589	-660.42944	54.24988	15729.815509080887
78	9485.408	109.29976	9625.3	9322.545	9994.17	188.75002	10302.99	9598.116	1000.0	1000.0	311999	663.6756	146.91237	848.2925	-221.40054	663.67505	146.91327	850.16223	-221.28717	5.38085	4.2468905	42.620354	-15.548265	-663.4324	54.20421	15939.084659576416
79	9236.283	280.37408	9652.022	8958.238	9558.904	180.68576	9863.565	9333.88	1000.0	1000.0	315999	667.9818	146.01668	855.49304	-236.9775	667.98157	146.01767	854.30676	-240.15913	5.476729	4.2788434	51.130844	-10.908091	-667.71027	58.509342	16138.020620584488
80	9497.64	184.27327	9745.079	9281.765	10053.098	96.17939	10223.118	9931.866	1000.0	1000.0	319999	670.59	147.01605	855.54913	-251.3858	670.59033	147.01447	852.94684	-207.79762	5.516097	4.286261	41.3444	-12.26041	-670.3289	62.234665	16334.762714385986
81	9339.826	41.510372	9388.312	9275.178	9097.493	189.45764	9297.856	8622.109	1000.0	1000.0	323999	674.2789	146.69502	852.95435	-221.4945	674.2788	146.69792	853.21265	-192.9342	5.5298567	4.3332787	48.064255	-12.744269	-674.0085	61.660202	16530.277874946594
82	9455.855	243.84239	9755.983	9096.666	8720.215	2409.8936	10306.883	2692.898	1000.0	1000.0	327999	677.70105	146.72667	862.6067	-229.34758	677.701	146.72945	860.0454	-221.44968	5.5835743	4.3478746	60.662365	-12.998664	-677.4189	60.805428	16723.79081249237
83	9505.092	134.14664	9643.628	9299.367	8204.846	2734.9993	9830.761	1551.3256	1000.0	1000.0	331999	680.6915	147.46817	865.73193	-233.87505	680.6911	147.47	867.7737	-228.93057	5.587182	4.355173	50.050453	-13.153347	-680.40515	60.058987	16917.186631441116
84	9423.091	152.30418	9565.431	9166.815	9920.119	204.6123	10324.247	9441.859	1000.0	1000.0	335999	683.93286	147.11949	867.9692	-227.55171	683.9324	147.12193	865.25867	-251.04083	5.6574655	4.343566	50.202286	-13.685778	-683.64655	60.63727	17118.669778347015
85	9505.23	30.794182	9548.251	9461.242	9746.639	103.59237	9864.276	9561.486	1000.0	1000.0	339999	686.59595	148.13338	876.5698	-197.03127	686.5961	148.13446	872.9909	-222.2036	5.664382	4.3358097	51.255333	-12.019485	-686.3049	61.679096	17323.49085688591
86	7972.1133	2929.5095	9765.789	2901.0044	10005.069	69.32605	10130.448	9902.591	1000.0	1000.0	343999	688.64185	150.06682	877.45233	-165.06369	688.64166	150.06607	879.3222	-175.79755	5.6930532	4.327857	53.699833	-13.734914	-688.34814	65.215355	17528.995354413986
87	9412.293	123.143776	9560.171	9268.417	9868.402	108.785545	10025.456	9730.339	1000.0	1000.0	347999	691.3804	151.66748	880.0158	-153.11298	691.38	151.66927	881.64594	-161.97787	5.737634	4.375887	58.752163	-12.324421	-691.0526	68.40701	17731.019988536835
88	8163.6855	2314.6213	9625.708	4156.8877	9655.822	1878.4535	10449.835	4028.4246	1000.0	1000.0	351999	694.1556	151.17601	881.7052	-168.14621	694.1555	151.17857	883.3683	-162.3928	5.760442	4.3963933	46.22126	-12.797635	-693.8479	67.34095	17930.10070490837
89	9387.91	185.07298	9602.271	9186.306	9889.106	100.95283	10095.544	9749.828	1000.0	1000.0	355999	695.8599	152.77127	883.8432	-199.68478	695.8599	152.77176	882.7897	-204.20929	5.772591	4.377283	56.01864	-13.327305	-695.51514	72.488815	18130.204312324524
90	9704.209	198.00105	9958.369	9436.375	9559.825	44.895786	9632.179	9491.492	1000.0	1000.0	359999	698.4165	153.06128	882.96204	-196.88576	698.41656	153.06235	885.45636	-203.333	5.7463307	4.3973365	64.711174	-12.385358	-698.01184	75.08364	18336.851902484894
91	9717.786	84.47384	9794.349	9589.409	10012.284	109.16376	10173.607	9874.534	1000.0	1000.0	363999	700.0876	153.99309	890.6654	-205.98541	700.0872	153.99779	891.2282	-329.40994	5.782353	4.405866	46.75694	-14.368433	-699.7147	72.88147	18550.412496566772
92	9730.07	131.16536	9917.786	9560.369	9913.333	227.09682	10226.128	9560.76	1000.0	1000.0	367999	702.85376	154.49895	888.3544	-150.02106	702.854	154.49777	891.16547	-167.56027	5.7897363	4.3842654	57.70729	-11.531986	-702.51404	71.25725	18761.04295015335
93	9840.879	291.5589	10328.356	9584.093	9108.607	1559.7316	9913.709	4817.297	1000.0	1000.0	371999	705.98474	154.38737	893.44	-207.42319	705.9846	154.38686	891.86816	-217.58719	5.856345	4.3991885	46.24562	-12.619688	-705.5972	67.131	18968.02842068672
94	9727.8545	213.10936	9984.121	9461.553	10360.397	96.37432	10485.832	10115.941	1000.0	1000.0	375999	709.2389	153.20488	895.81116	-225.91154	709.23816	153.20956	897.1243	-232.70854	5.820865	4.3888106	51.194614	-12.228941	-708.8666	70.70028	19171.668362379074
95	9648.835	200.8783	9829.278	9315.115	9963.353	134.06842	10163.116	9739.529	1000.0	1000.0	379999	711.46	153.5779	897.99286	-167.1524	711.4594	153.58212	902.568	-168.22447	5.88434	4.397282	73.09999	-12.679504	-711.0505	75.37237	19375.30705857277
96	9883.139	194.54628	10180.054	9652.667	10630.701	113.15387	10885.1455	10485.755	1000.0	1000.0	383999	714.05225	153.78885	904.065	-169.35907	714.0525	153.7875	902.0924	-167.55714	5.948803	4.4265795	58.804955	-12.298165	-713.6839	75.711365	19577.234703540802
