Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageTestEnv2Ret	StdTestEnv2Ret	MaxTestEnv2Ret	MinTestEnv2Ret	AverageEnv2Ret	StdEnv2Ret	MaxEnv2Ret	MinEnv2Ret	AverageTestEnv3Ret	StdTestEnv3Ret	MaxTestEnv3Ret	MinTestEnv3Ret	AverageEnv3Ret	StdEnv3Ret	MaxEnv3Ret	MinEnv3Ret	AverageTestEnv4Ret	StdTestEnv4Ret	MaxTestEnv4Ret	MinTestEnv4Ret	AverageEnv4Ret	StdEnv4Ret	MaxEnv4Ret	MinEnv4Ret	AverageTestEnv5Ret	StdTestEnv5Ret	MaxTestEnv5Ret	MinTestEnv5Ret	AverageEnv5Ret	StdEnv5Ret	MaxEnv5Ret	MinEnv5Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
88	10057.465	160.09708	10277.667	9735.3545	9145.607	144.67543	9328.887	8959.419	10057.465	160.09708	10277.667	9735.3545	9145.607	144.67543	9328.887	8959.419	10057.465	160.09708	10277.667	9735.3545	9145.607	144.67543	9328.887	8959.419	10057.465	160.09708	10277.667	9735.3545	9145.607	144.67543	9328.887	8959.419	10057.465	160.09708	10277.667	9735.3545	9145.607	144.67543	9328.887	8959.419	10057.465	160.09708	10277.667	9735.3545	9145.607	144.67543	9328.887	8959.419	9145.607	144.67543	9328.887	8959.419	10057.465	160.09708	10277.667	9735.3545	1000.0	1000.0	351999	616.65314	140.18378	808.025	12.798941	616.65326	140.18005	809.90326	11.897993	5.46543	4.2657967	55.68417	-13.11885	12726.068	60.488705	17657.372523784637
89	9786.554	915.48083	10325.873	7063.113	9339.179	137.23157	9531.115	9208.899	9786.554	915.48083	10325.873	7063.113	9339.179	137.23157	9531.115	9208.899	9786.554	915.48083	10325.873	7063.113	9339.179	137.23157	9531.115	9208.899	9786.554	915.48083	10325.873	7063.113	9339.179	137.23157	9531.115	9208.899	9786.554	915.48083	10325.873	7063.113	9339.179	137.23157	9531.115	9208.899	9786.554	915.48083	10325.873	7063.113	9339.179	137.23157	9531.115	9208.899	9339.179	137.23157	9531.115	9208.899	9786.554	915.48083	10325.873	7063.113	1000.0	1000.0	355999	620.57166	140.65686	806.8078	12.771854	620.56976	140.65533	807.98	11.593433	5.481298	4.229042	64.37713	-12.748471	12742.692	62.173367	17839.68895125389
90	9936.507	131.34032	10108.593	9656.498	9004.336	137.10948	9122.886	8785.763	9936.507	131.34032	10108.593	9656.498	9004.336	137.10948	9122.886	8785.763	9936.507	131.34032	10108.593	9656.498	9004.336	137.10948	9122.886	8785.763	9936.507	131.34032	10108.593	9656.498	9004.336	137.10948	9122.886	8785.763	9936.507	131.34032	10108.593	9656.498	9004.336	137.10948	9122.886	8785.763	9936.507	131.34032	10108.593	9656.498	9004.336	137.10948	9122.886	8785.763	9004.336	137.10948	9122.886	8785.763	9936.507	131.34032	10108.593	9656.498	1000.0	1000.0	359999	624.2559	140.16275	811.19354	11.648694	624.2555	140.15637	814.32605	11.460726	5.5611944	4.239386	42.36635	-11.818544	12847.33	63.856415	18022.973573446274
91	8626.49	104.461464	8914.38	8515.919	9037.452	46.68321	9085.033	8976.831	8626.49	104.461464	8914.38	8515.919	9037.452	46.68321	9085.033	8976.831	8626.49	104.461464	8914.38	8515.919	9037.452	46.68321	9085.033	8976.831	8626.49	104.461464	8914.38	8515.919	9037.452	46.68321	9085.033	8976.831	8626.49	104.461464	8914.38	8515.919	9037.452	46.68321	9085.033	8976.831	8626.49	104.461464	8914.38	8515.919	9037.452	46.68321	9085.033	8976.831	9037.452	46.68321	9085.033	8976.831	8626.49	104.461464	8914.38	8515.919	1000.0	1000.0	363999	627.0598	141.183	816.39417	11.78138	627.0591	141.18045	816.41486	10.644113	5.5272937	4.2485223	42.78681	-13.569368	12895.528	61.23514	18207.32858324051
92	9950.065	121.73592	10134.3545	9751.598	9167.549	200.35388	9478.567	8918.874	9950.065	121.73592	10134.3545	9751.598	9167.549	200.35388	9478.567	8918.874	9950.065	121.73592	10134.3545	9751.598	9167.549	200.35388	9478.567	8918.874	9950.065	121.73592	10134.3545	9751.598	9167.549	200.35388	9478.567	8918.874	9950.065	121.73592	10134.3545	9751.598	9167.549	200.35388	9478.567	8918.874	9950.065	121.73592	10134.3545	9751.598	9167.549	200.35388	9478.567	8918.874	9167.549	200.35388	9478.567	8918.874	9950.065	121.73592	10134.3545	9751.598	1000.0	1000.0	367999	629.98395	141.65192	820.0166	11.000481	629.98224	141.64864	821.51874	11.230772	5.6079454	4.268132	47.440407	-13.419403	12987.966	64.97567	18396.23051548004
93	8846.245	2870.318	10625.984	1820.4581	9326.775	136.23804	9494.586	9131.796	8846.245	2870.318	10625.984	1820.4581	9326.775	136.23804	9494.586	9131.796	8846.245	2870.318	10625.984	1820.4581	9326.775	136.23804	9494.586	9131.796	8846.245	2870.318	10625.984	1820.4581	9326.775	136.23804	9494.586	9131.796	8846.245	2870.318	10625.984	1820.4581	9326.775	136.23804	9494.586	9131.796	8846.245	2870.318	10625.984	1820.4581	9326.775	136.23804	9494.586	9131.796	9326.775	136.23804	9494.586	9131.796	8846.245	2870.318	10625.984	1820.4581	1000.0	1000.0	371999	633.49066	141.19998	822.8363	10.899439	633.4903	141.19447	824.29974	11.3782835	5.7114096	4.2743826	63.95863	-12.583215	13076.682	69.07902	18612.543473005295
94	9721.02	143.33037	9968.679	9469.275	9205.296	187.98413	9386.902	8911.435	9721.02	143.33037	9968.679	9469.275	9205.296	187.98413	9386.902	8911.435	9721.02	143.33037	9968.679	9469.275	9205.296	187.98413	9386.902	8911.435	9721.02	143.33037	9968.679	9469.275	9205.296	187.98413	9386.902	8911.435	9721.02	143.33037	9968.679	9469.275	9205.296	187.98413	9386.902	8911.435	9721.02	143.33037	9968.679	9469.275	9205.296	187.98413	9386.902	8911.435	9205.296	187.98413	9386.902	8911.435	9721.02	143.33037	9968.679	9469.275	1000.0	1000.0	375999	637.0019	142.10582	827.9774	11.029547	636.9993	142.10707	828.5809	11.406255	5.6964827	4.2959776	49.462517	-12.303247	13106.371	70.07653	18829.364130973816
95	9341.924	2564.918	10346.238	1654.9103	9049.016	607.3614	9640.932	8045.982	9341.924	2564.918	10346.238	1654.9103	9049.016	607.3614	9640.932	8045.982	9341.924	2564.918	10346.238	1654.9103	9049.016	607.3614	9640.932	8045.982	9341.924	2564.918	10346.238	1654.9103	9049.016	607.3614	9640.932	8045.982	9341.924	2564.918	10346.238	1654.9103	9049.016	607.3614	9640.932	8045.982	9341.924	2564.918	10346.238	1654.9103	9049.016	607.3614	9640.932	8045.982	9049.016	607.3614	9640.932	8045.982	9341.924	2564.918	10346.238	1654.9103	1000.0	1000.0	379999	639.74567	142.46896	828.85876	3.4152822	639.744	142.46616	830.46796	5.5304313	5.755083	4.272978	103.062454	-11.965708	13127.924	66.72037	19043.591396570206
96	9810.764	86.96482	9946.675	9677.162	9249.507	146.65236	9437.254	9033.859	9810.764	86.96482	9946.675	9677.162	9249.507	146.65236	9437.254	9033.859	9810.764	86.96482	9946.675	9677.162	9249.507	146.65236	9437.254	9033.859	9810.764	86.96482	9946.675	9677.162	9249.507	146.65236	9437.254	9033.859	9810.764	86.96482	9946.675	9677.162	9249.507	146.65236	9437.254	9033.859	9810.764	86.96482	9946.675	9677.162	9249.507	146.65236	9437.254	9033.859	9249.507	146.65236	9437.254	9033.859	9810.764	86.96482	9946.675	9677.162	1000.0	1000.0	383999	642.49915	143.15424	829.92914	3.422095	642.49634	143.15794	830.6032	3.5887651	5.73469	4.2407885	85.48294	-13.704329	13189.828	72.29431	19254.571002721786
97	9644.049	1441.2142	10392.965	5622.7803	9487.854	141.02962	9639.294	9261.521	9644.049	1441.2142	10392.965	5622.7803	9487.854	141.02962	9639.294	9261.521	9644.049	1441.2142	10392.965	5622.7803	9487.854	141.02962	9639.294	9261.521	9644.049	1441.2142	10392.965	5622.7803	9487.854	141.02962	9639.294	9261.521	9644.049	1441.2142	10392.965	5622.7803	9487.854	141.02962	9639.294	9261.521	9644.049	1441.2142	10392.965	5622.7803	9487.854	141.02962	9639.294	9261.521	9487.854	141.02962	9639.294	9261.521	9644.049	1441.2142	10392.965	5622.7803	1000.0	1000.0	387999	645.348	143.99725	834.46106	3.440116	645.3476	143.99043	839.35364	3.6050875	5.7324286	4.2714076	71.590164	-12.883005	13203.802	70.22333	19465.176640033722
98	10173.43	78.39669	10278.759	10029.244	9425.494	403.71033	9968.148	8869.241	10173.43	78.39669	10278.759	10029.244	9425.494	403.71033	9968.148	8869.241	10173.43	78.39669	10278.759	10029.244	9425.494	403.71033	9968.148	8869.241	10173.43	78.39669	10278.759	10029.244	9425.494	403.71033	9968.148	8869.241	10173.43	78.39669	10278.759	10029.244	9425.494	403.71033	9968.148	8869.241	10173.43	78.39669	10278.759	10029.244	9425.494	403.71033	9968.148	8869.241	9425.494	403.71033	9968.148	8869.241	10173.43	78.39669	10278.759	10029.244	1000.0	1000.0	391999	648.38586	143.48817	840.8859	3.4594114	648.3843	143.48235	838.1402	3.6266341	5.83055	4.26338	57.015	-13.150558	13235.938	68.1373	19662.54575943947
99	9571.123	671.9981	10086.609	7635.825	9560.928	264.71268	9924.431	9177.139	9571.123	671.9981	10086.609	7635.825	9560.928	264.71268	9924.431	9177.139	9571.123	671.9981	10086.609	7635.825	9560.928	264.71268	9924.431	9177.139	9571.123	671.9981	10086.609	7635.825	9560.928	264.71268	9924.431	9177.139	9571.123	671.9981	10086.609	7635.825	9560.928	264.71268	9924.431	9177.139	9571.123	671.9981	10086.609	7635.825	9560.928	264.71268	9924.431	9177.139	9560.928	264.71268	9924.431	9177.139	9571.123	671.9981	10086.609	7635.825	1000.0	1000.0	395999	651.37933	144.55417	841.5651	3.4780092	651.3777	144.55357	844.4394	3.6498928	5.790825	4.2344007	42.850025	-12.32633	13333.027	72.19103	19849.51557779312
100	10244.678	67.37442	10371.604	10128.092	9617.625	122.5893	9740.995	9441.361	10244.678	67.37442	10371.604	10128.092	9617.625	122.5893	9740.995	9441.361	10244.678	67.37442	10371.604	10128.092	9617.625	122.5893	9740.995	9441.361	10244.678	67.37442	10371.604	10128.092	9617.625	122.5893	9740.995	9441.361	10244.678	67.37442	10371.604	10128.092	9617.625	122.5893	9740.995	9441.361	10244.678	67.37442	10371.604	10128.092	9617.625	122.5893	9740.995	9441.361	9617.625	122.5893	9740.995	9441.361	10244.678	67.37442	10371.604	10128.092	1000.0	1000.0	399999	655.0536	144.29977	847.87054	3.4956775	655.05273	144.29437	845.09375	3.672929	5.901112	4.2532945	44.82847	-14.290812	13371.242	72.757065	20034.58841729164
101	10459.761	90.475685	10578.717	10273.217	9779.642	151.85686	9977.94	9562.681	10459.761	90.475685	10578.717	10273.217	9779.642	151.85686	9977.94	9562.681	10459.761	90.475685	10578.717	10273.217	9779.642	151.85686	9977.94	9562.681	10459.761	90.475685	10578.717	10273.217	9779.642	151.85686	9977.94	9562.681	10459.761	90.475685	10578.717	10273.217	9779.642	151.85686	9977.94	9562.681	10459.761	90.475685	10578.717	10273.217	9779.642	151.85686	9977.94	9562.681	9779.642	151.85686	9977.94	9562.681	10459.761	90.475685	10578.717	10273.217	1000.0	1000.0	403999	657.8616	145.20071	866.664	3.5162961	657.86005	145.19592	868.2315	3.6969802	5.885224	4.2538667	65.4108	-13.548455	13415.312	71.58308	20224.59169101715
102	9617.53	135.6789	9828.321	9368.404	9708.217	185.04643	9966.685	9443.689	9617.53	135.6789	9828.321	9368.404	9708.217	185.04643	9966.685	9443.689	9617.53	135.6789	9828.321	9368.404	9708.217	185.04643	9966.685	9443.689	9617.53	135.6789	9828.321	9368.404	9708.217	185.04643	9966.685	9443.689	9617.53	135.6789	9828.321	9368.404	9708.217	185.04643	9966.685	9443.689	9617.53	135.6789	9828.321	9368.404	9708.217	185.04643	9966.685	9443.689	9708.217	185.04643	9966.685	9443.689	9617.53	135.6789	9828.321	9368.404	1000.0	1000.0	407999	660.4042	146.25848	865.51306	3.536182	660.40106	146.26147	867.08057	3.7191482	5.924068	4.259896	49.544613	-12.2674675	13417.182	74.273705	20431.441576957703
103	10007.01	73.75521	10097.299	9836.244	9665.002	116.58212	9851.006	9529.58	10007.01	73.75521	10097.299	9836.244	9665.002	116.58212	9851.006	9529.58	10007.01	73.75521	10097.299	9836.244	9665.002	116.58212	9851.006	9529.58	10007.01	73.75521	10097.299	9836.244	9665.002	116.58212	9851.006	9529.58	10007.01	73.75521	10097.299	9836.244	9665.002	116.58212	9851.006	9529.58	10007.01	73.75521	10097.299	9836.244	9665.002	116.58212	9851.006	9529.58	9665.002	116.58212	9851.006	9529.58	10007.01	73.75521	10097.299	9836.244	1000.0	1000.0	411999	662.90314	146.30983	866.51807	-9.213356	662.9027	146.3013	867.32074	3.7436914	5.991315	4.304616	39.29816	-12.25302	13449.154	75.41836	20640.752818346024
104	8273.298	3367.837	10728.337	2365.6897	7627.408	3603.315	9792.987	1387.8416	8273.298	3367.837	10728.337	2365.6897	7627.408	3603.315	9792.987	1387.8416	8273.298	3367.837	10728.337	2365.6897	7627.408	3603.315	9792.987	1387.8416	8273.298	3367.837	10728.337	2365.6897	7627.408	3603.315	9792.987	1387.8416	8273.298	3367.837	10728.337	2365.6897	7627.408	3603.315	9792.987	1387.8416	8273.298	3367.837	10728.337	2365.6897	7627.408	3603.315	9792.987	1387.8416	7627.408	3603.315	9792.987	1387.8416	8273.298	3367.837	10728.337	2365.6897	1000.0	1000.0	415999	663.92896	148.6676	870.0783	-15.047216	663.9285	148.66434	867.3976	3.76568	5.9702125	4.2675033	48.904434	-13.313332	13501.968	74.11796	20851.972678661346
105	9862.276	116.77131	9987.913	9618.308	9665.203	34.30904	9698.761	9608.014	9862.276	116.77131	9987.913	9618.308	9665.203	34.30904	9698.761	9608.014	9862.276	116.77131	9987.913	9618.308	9665.203	34.30904	9698.761	9608.014	9862.276	116.77131	9987.913	9618.308	9665.203	34.30904	9698.761	9608.014	9862.276	116.77131	9987.913	9618.308	9665.203	34.30904	9698.761	9608.014	9862.276	116.77131	9987.913	9618.308	9665.203	34.30904	9698.761	9608.014	9665.203	34.30904	9698.761	9608.014	9862.276	116.77131	9987.913	9618.308	1000.0	1000.0	419999	666.5397	149.38065	876.7824	3.595351	666.5396	149.37157	874.48004	3.788669	5.988687	4.287968	46.608246	-12.961093	13455.418	74.23611	21073.349603891373
106	10209.656	1702.1244	10923.148	5110.8286	9484.411	198.94505	9795.185	9257.207	10209.656	1702.1244	10923.148	5110.8286	9484.411	198.94505	9795.185	9257.207	10209.656	1702.1244	10923.148	5110.8286	9484.411	198.94505	9795.185	9257.207	10209.656	1702.1244	10923.148	5110.8286	9484.411	198.94505	9795.185	9257.207	10209.656	1702.1244	10923.148	5110.8286	9484.411	198.94505	9795.185	9257.207	10209.656	1702.1244	10923.148	5110.8286	9484.411	198.94505	9795.185	9257.207	9484.411	198.94505	9795.185	9257.207	10209.656	1702.1244	10923.148	5110.8286	1000.0	1000.0	423999	668.80334	149.63283	873.2642	3.6189888	668.80194	149.63177	870.4665	3.8124638	6.0236835	4.275891	38.469585	-10.826551	13401.971	70.03723	21293.980191469193
107	9977.197	2344.5945	10922.713	2948.596	8546.999	2297.981	9965.102	4567.9995	9977.197	2344.5945	10922.713	2948.596	8546.999	2297.981	9965.102	4567.9995	9977.197	2344.5945	10922.713	2948.596	8546.999	2297.981	9965.102	4567.9995	9977.197	2344.5945	10922.713	2948.596	8546.999	2297.981	9965.102	4567.9995	9977.197	2344.5945	10922.713	2948.596	8546.999	2297.981	9965.102	4567.9995	9977.197	2344.5945	10922.713	2948.596	8546.999	2297.981	9965.102	4567.9995	8546.999	2297.981	9965.102	4567.9995	9977.197	2344.5945	10922.713	2948.596	1000.0	1000.0	427999	671.4605	149.63187	873.23517	3.6368475	671.46094	149.62431	873.92346	3.8345234	6.0189495	4.3067517	47.139175	-12.545937	13422.194	79.818344	21514.187175273895
108	9824.219	2007.8961	10798.046	3837.7197	9896.98	72.076324	9965.121	9777.852	9824.219	2007.8961	10798.046	3837.7197	9896.98	72.076324	9965.121	9777.852	9824.219	2007.8961	10798.046	3837.7197	9896.98	72.076324	9965.121	9777.852	9824.219	2007.8961	10798.046	3837.7197	9896.98	72.076324	9965.121	9777.852	9824.219	2007.8961	10798.046	3837.7197	9896.98	72.076324	9965.121	9777.852	9824.219	2007.8961	10798.046	3837.7197	9896.98	72.076324	9965.121	9777.852	9896.98	72.076324	9965.121	9777.852	9824.219	2007.8961	10798.046	3837.7197	1000.0	1000.0	431999	673.09186	152.27235	875.72626	3.6592422	673.0901	152.27426	874.8347	3.8573375	6.1191993	4.2946424	56.068237	-14.624651	13437.098	79.977554	21734.011654138565
109	10495.81	870.4244	10950.784	7905.1064	8846.201	1665.0222	9953.973	5970.8877	10495.81	870.4244	10950.784	7905.1064	8846.201	1665.0222	9953.973	5970.8877	10495.81	870.4244	10950.784	7905.1064	8846.201	1665.0222	9953.973	5970.8877	10495.81	870.4244	10950.784	7905.1064	8846.201	1665.0222	9953.973	5970.8877	10495.81	870.4244	10950.784	7905.1064	8846.201	1665.0222	9953.973	5970.8877	10495.81	870.4244	10950.784	7905.1064	8846.201	1665.0222	9953.973	5970.8877	8846.201	1665.0222	9953.973	5970.8877	10495.81	870.4244	10950.784	7905.1064	1000.0	1000.0	435999	676.6802	152.87653	884.053	-17.089216	676.68005	152.87126	881.35455	3.8838868	6.1721926	4.302549	53.9551	-12.407471	13514.48	78.392654	21952.29224395752
110	10542.881	92.94853	10740.185	10388.756	9119.348	1548.6093	10153.733	6452.0474	10542.881	92.94853	10740.185	10388.756	9119.348	1548.6093	10153.733	6452.0474	10542.881	92.94853	10740.185	10388.756	9119.348	1548.6093	10153.733	6452.0474	10542.881	92.94853	10740.185	10388.756	9119.348	1548.6093	10153.733	6452.0474	10542.881	92.94853	10740.185	10388.756	9119.348	1548.6093	10153.733	6452.0474	10542.881	92.94853	10740.185	10388.756	9119.348	1548.6093	10153.733	6452.0474	9119.348	1548.6093	10153.733	6452.0474	10542.881	92.94853	10740.185	10388.756	1000.0	1000.0	439999	678.48627	155.09367	880.10077	3.7027085	678.48505	155.09302	879.44006	3.9042761	6.17246	4.3209968	58.397625	-11.632508	13476.759	80.77489	22133.815963745117
111	10721.578	101.654396	10835.506	10512.055	9852.735	134.57863	9956.812	9623.157	10721.578	101.654396	10835.506	10512.055	9852.735	134.57863	9956.812	9623.157	10721.578	101.654396	10835.506	10512.055	9852.735	134.57863	9956.812	9623.157	10721.578	101.654396	10835.506	10512.055	9852.735	134.57863	9956.812	9623.157	10721.578	101.654396	10835.506	10512.055	9852.735	134.57863	9956.812	9623.157	10721.578	101.654396	10835.506	10512.055	9852.735	134.57863	9956.812	9623.157	9852.735	134.57863	9956.812	9623.157	10721.578	101.654396	10835.506	10512.055	1000.0	1000.0	443999	681.2312	155.62836	889.39514	3.7245755	681.23096	155.62393	888.3906	3.9301958	6.2183213	4.342486	64.2811	-12.099728	13582.174	83.90287	22314.178478479385
112	10253.036	218.76424	10659.003	9922.582	9888.747	103.879135	10021.305	9729.881	10253.036	218.76424	10659.003	9922.582	9888.747	103.879135	10021.305	9729.881	10253.036	218.76424	10659.003	9922.582	9888.747	103.879135	10021.305	9729.881	10253.036	218.76424	10659.003	9922.582	9888.747	103.879135	10021.305	9729.881	10253.036	218.76424	10659.003	9922.582	9888.747	103.879135	10021.305	9729.881	10253.036	218.76424	10659.003	9922.582	9888.747	103.879135	10021.305	9729.881	9888.747	103.879135	10021.305	9729.881	10253.036	218.76424	10659.003	9922.582	1000.0	1000.0	447999	683.3599	156.12027	888.7504	3.745128	683.35895	156.11943	889.7452	3.9526806	6.1704054	4.3282833	51.593006	-13.846931	13667.568	80.33445	22493.423555135727
113	10636.561	795.7335	11082.814	8292.983	9867.668	89.379036	9969.252	9728.668	10636.561	795.7335	11082.814	8292.983	9867.668	89.379036	9969.252	9728.668	10636.561	795.7335	11082.814	8292.983	9867.668	89.379036	9969.252	9728.668	10636.561	795.7335	11082.814	8292.983	9867.668	89.379036	9969.252	9728.668	10636.561	795.7335	11082.814	8292.983	9867.668	89.379036	9969.252	9728.668	10636.561	795.7335	11082.814	8292.983	9867.668	89.379036	9969.252	9728.668	9867.668	89.379036	9969.252	9728.668	10636.561	795.7335	11082.814	8292.983	1000.0	1000.0	451999	686.3854	154.9534	893.2551	3.7677124	686.3839	154.95197	891.53345	3.977184	6.1459126	4.2758045	56.06262	-10.93084	13680.052	77.77083	22685.017326116562
114	10864.66	86.080864	11052.4375	10729.114	9837.623	301.98993	10054.445	9319.365	10864.66	86.080864	11052.4375	10729.114	9837.623	301.98993	10054.445	9319.365	10864.66	86.080864	11052.4375	10729.114	9837.623	301.98993	10054.445	9319.365	10864.66	86.080864	11052.4375	10729.114	9837.623	301.98993	10054.445	9319.365	10864.66	86.080864	11052.4375	10729.114	9837.623	301.98993	10054.445	9319.365	10864.66	86.080864	11052.4375	10729.114	9837.623	301.98993	10054.445	9319.365	9837.623	301.98993	10054.445	9319.365	10864.66	86.080864	11052.4375	10729.114	1000.0	1000.0	455999	688.93616	156.28703	898.7462	3.7857842	688.936	156.27974	897.97327	3.9979305	6.2227387	4.3193326	54.045452	-11.371523	13720.691	83.840675	22880.77518415451
115	10579.645	80.18911	10736.323	10443.108	9812.418	83.715225	9945.721	9716.558	10579.645	80.18911	10736.323	10443.108	9812.418	83.715225	9945.721	9716.558	10579.645	80.18911	10736.323	10443.108	9812.418	83.715225	9945.721	9716.558	10579.645	80.18911	10736.323	10443.108	9812.418	83.715225	9945.721	9716.558	10579.645	80.18911	10736.323	10443.108	9812.418	83.715225	9945.721	9716.558	10579.645	80.18911	10736.323	10443.108	9812.418	83.715225	9945.721	9716.558	9812.418	83.715225	9945.721	9716.558	10579.645	80.18911	10736.323	10443.108	1000.0	1000.0	459999	692.15497	156.1999	901.24084	3.8052912	692.154	156.1996	897.32153	4.0174594	6.2189493	4.274877	48.917843	-12.3864355	13794.853	80.077065	23073.344603300095
116	10592.721	177.71234	10881.976	10194.84	9980.08	151.94356	10223.398	9835.666	10592.721	177.71234	10881.976	10194.84	9980.08	151.94356	10223.398	9835.666	10592.721	177.71234	10881.976	10194.84	9980.08	151.94356	10223.398	9835.666	10592.721	177.71234	10881.976	10194.84	9980.08	151.94356	10223.398	9835.666	10592.721	177.71234	10881.976	10194.84	9980.08	151.94356	10223.398	9835.666	10592.721	177.71234	10881.976	10194.84	9980.08	151.94356	10223.398	9835.666	9980.08	151.94356	10223.398	9835.666	10592.721	177.71234	10881.976	10194.84	1000.0	1000.0	463999	694.59906	156.71046	901.9414	3.825183	694.59827	156.70892	898.1672	4.041026	6.2801785	4.275321	71.48555	-11.991295	13858.233	78.75144	23265.54219341278
117	10089.23	2584.9995	11170.3955	2344.6233	9182.324	1752.5956	10358.497	6151.9023	10089.23	2584.9995	11170.3955	2344.6233	9182.324	1752.5956	10358.497	6151.9023	10089.23	2584.9995	11170.3955	2344.6233	9182.324	1752.5956	10358.497	6151.9023	10089.23	2584.9995	11170.3955	2344.6233	9182.324	1752.5956	10358.497	6151.9023	10089.23	2584.9995	11170.3955	2344.6233	9182.324	1752.5956	10358.497	6151.9023	10089.23	2584.9995	11170.3955	2344.6233	9182.324	1752.5956	10358.497	6151.9023	9182.324	1752.5956	10358.497	6151.9023	10089.23	2584.9995	11170.3955	2344.6233	1000.0	1000.0	467999	697.48413	157.05902	900.7381	3.8418984	697.48425	157.04573	905.1001	4.060026	6.335015	4.3162317	57.727936	-12.844069	13802.416	89.826744	23455.788192272186
118	10886.166	95.10237	11022.35	10670.706	10116.63	88.9713	10180.426	9963.168	10886.166	95.10237	11022.35	10670.706	10116.63	88.9713	10180.426	9963.168	10886.166	95.10237	11022.35	10670.706	10116.63	88.9713	10180.426	9963.168	10886.166	95.10237	11022.35	10670.706	10116.63	88.9713	10180.426	9963.168	10886.166	95.10237	11022.35	10670.706	10116.63	88.9713	10180.426	9963.168	10886.166	95.10237	11022.35	10670.706	10116.63	88.9713	10180.426	9963.168	10116.63	88.9713	10180.426	9963.168	10886.166	95.10237	11022.35	10670.706	1000.0	1000.0	471999	699.0516	158.1086	904.122	3.8717465	699.0574	158.07808	905.44684	4.0884523	6.282996	4.3280735	58.763744	-11.551943	13784.374	86.79481	23649.807924747467
119	10840.985	51.568684	10931.332	10756.9	9964.559	171.1346	10258.031	9836.011	10840.985	51.568684	10931.332	10756.9	9964.559	171.1346	10258.031	9836.011	10840.985	51.568684	10931.332	10756.9	9964.559	171.1346	10258.031	9836.011	10840.985	51.568684	10931.332	10756.9	9964.559	171.1346	10258.031	9836.011	10840.985	51.568684	10931.332	10756.9	9964.559	171.1346	10258.031	9836.011	10840.985	51.568684	10931.332	10756.9	9964.559	171.1346	10258.031	9836.011	9964.559	171.1346	10258.031	9836.011	10840.985	51.568684	10931.332	10756.9	1000.0	1000.0	475999	701.1167	158.22618	906.4282	2.6411726	701.1221	158.1894	906.91174	4.1111	6.1740313	4.277996	44.668873	-11.342022	13798.845	83.47032	23849.6574447155
120	10954.185	120.979645	11096.521	10730.136	10098.955	165.62325	10223.911	9814.68	10954.185	120.979645	11096.521	10730.136	10098.955	165.62325	10223.911	9814.68	10954.185	120.979645	11096.521	10730.136	10098.955	165.62325	10223.911	9814.68	10954.185	120.979645	11096.521	10730.136	10098.955	165.62325	10223.911	9814.68	10954.185	120.979645	11096.521	10730.136	10098.955	165.62325	10223.911	9814.68	10954.185	120.979645	11096.521	10730.136	10098.955	165.62325	10223.911	9814.68	10098.955	165.62325	10223.911	9814.68	10954.185	120.979645	11096.521	10730.136	1000.0	1000.0	479999	703.55664	158.48921	909.37805	3.9529042	703.5618	158.46037	909.6944	4.13493	6.2484846	4.274938	56.31768	-12.843374	13846.45	87.650444	24047.985583782196
121	10867.977	179.3017	11071.342	10599.357	10061.246	184.25703	10254.619	9758.033	10867.977	179.3017	11071.342	10599.357	10061.246	184.25703	10254.619	9758.033	10867.977	179.3017	11071.342	10599.357	10061.246	184.25703	10254.619	9758.033	10867.977	179.3017	11071.342	10599.357	10061.246	184.25703	10254.619	9758.033	10867.977	179.3017	11071.342	10599.357	10061.246	184.25703	10254.619	9758.033	10867.977	179.3017	11071.342	10599.357	10061.246	184.25703	10254.619	9758.033	10061.246	184.25703	10254.619	9758.033	10867.977	179.3017	11071.342	10599.357	1000.0	1000.0	483999	705.9707	159.12698	908.9126	3.9950264	705.975	159.10388	906.5371	4.161239	6.3011837	4.310766	60.581566	-12.682259	13901.595	85.135414	24243.125623464584
