Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageTestEnv2Ret	StdTestEnv2Ret	MaxTestEnv2Ret	MinTestEnv2Ret	AverageEnv2Ret	StdEnv2Ret	MaxEnv2Ret	MinEnv2Ret	AverageTestEnv3Ret	StdTestEnv3Ret	MaxTestEnv3Ret	MinTestEnv3Ret	AverageEnv3Ret	StdEnv3Ret	MaxEnv3Ret	MinEnv3Ret	AverageTestEnv4Ret	StdTestEnv4Ret	MaxTestEnv4Ret	MinTestEnv4Ret	AverageEnv4Ret	StdEnv4Ret	MaxEnv4Ret	MinEnv4Ret	AverageTestEnv5Ret	StdTestEnv5Ret	MaxTestEnv5Ret	MinTestEnv5Ret	AverageEnv5Ret	StdEnv5Ret	MaxEnv5Ret	MinEnv5Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
21	5297.0312	110.68172	5452.6855	5085.549	4870.4155	91.898766	4998.208	4748.291	5297.0312	110.68172	5452.6855	5085.549	4870.4155	91.898766	4998.208	4748.291	5297.0312	110.68172	5452.6855	5085.549	4870.4155	91.898766	4998.208	4748.291	5297.0312	110.68172	5452.6855	5085.549	4870.4155	91.898766	4998.208	4748.291	5297.0312	110.68172	5452.6855	5085.549	4870.4155	91.898766	4998.208	4748.291	5297.0312	110.68172	5452.6855	5085.549	4870.4155	91.898766	4998.208	4748.291	4870.4155	91.898766	4998.208	4748.291	5297.0312	110.68172	5452.6855	5085.549	1000.0	1000.0	83999	271.28268	90.656044	386.74332	30.14098	271.2825	90.65108	383.59802	30.364761	2.2703624	4.1331253	34.00841	-13.294291	6125.4966	20.173016	4219.768965959549
22	5090.941	119.066154	5350.0215	4944.284	4972.5435	61.03204	5046.166	4876.753	5090.941	119.066154	5350.0215	4944.284	4972.5435	61.03204	5046.166	4876.753	5090.941	119.066154	5350.0215	4944.284	4972.5435	61.03204	5046.166	4876.753	5090.941	119.066154	5350.0215	4944.284	4972.5435	61.03204	5046.166	4876.753	5090.941	119.066154	5350.0215	4944.284	4972.5435	61.03204	5046.166	4876.753	5090.941	119.066154	5350.0215	4944.284	4972.5435	61.03204	5046.166	4876.753	4972.5435	61.03204	5046.166	4876.753	5090.941	119.066154	5350.0215	4944.284	1000.0	1000.0	87999	281.94745	92.16401	392.6187	30.409122	281.94675	92.15989	390.0119	30.658598	2.3225281	4.1339	37.98267	-15.161637	6357.051	19.581238	4465.0454823970795
23	5402.8467	63.0768	5481.3267	5305.5464	5054.9146	61.092434	5107.6377	4955.911	5402.8467	63.0768	5481.3267	5305.5464	5054.9146	61.092434	5107.6377	4955.911	5402.8467	63.0768	5481.3267	5305.5464	5054.9146	61.092434	5107.6377	4955.911	5402.8467	63.0768	5481.3267	5305.5464	5054.9146	61.092434	5107.6377	4955.911	5402.8467	63.0768	5481.3267	5305.5464	5054.9146	61.092434	5107.6377	4955.911	5402.8467	63.0768	5481.3267	5305.5464	5054.9146	61.092434	5107.6377	4955.911	5054.9146	61.092434	5107.6377	4955.911	5402.8467	63.0768	5481.3267	5305.5464	1000.0	1000.0	91999	291.7508	93.7206	400.09842	30.165918	291.7504	93.716194	400.061	30.431675	2.3786867	4.181569	42.96685	-13.580883	6588.9263	19.840607	4696.1077709198
24	5503.7275	132.44579	5707.4087	5279.5063	5093.7256	60.889732	5156.5146	5016.3955	5503.7275	132.44579	5707.4087	5279.5063	5093.7256	60.889732	5156.5146	5016.3955	5503.7275	132.44579	5707.4087	5279.5063	5093.7256	60.889732	5156.5146	5016.3955	5503.7275	132.44579	5707.4087	5279.5063	5093.7256	60.889732	5156.5146	5016.3955	5503.7275	132.44579	5707.4087	5279.5063	5093.7256	60.889732	5156.5146	5016.3955	5503.7275	132.44579	5707.4087	5279.5063	5093.7256	60.889732	5156.5146	5016.3955	5093.7256	60.889732	5156.5146	5016.3955	5503.7275	132.44579	5707.4087	5279.5063	1000.0	1000.0	95999	300.9701	94.89372	407.52545	28.301785	300.9694	94.889885	406.2939	30.159712	2.4523726	4.178517	39.126217	-14.762941	6795.696	20.477844	4881.440320253372
25	5419.9297	754.4139	5853.8687	3174.7603	5245.764	48.870754	5295.8457	5170.895	5419.9297	754.4139	5853.8687	3174.7603	5245.764	48.870754	5295.8457	5170.895	5419.9297	754.4139	5853.8687	3174.7603	5245.764	48.870754	5295.8457	5170.895	5419.9297	754.4139	5853.8687	3174.7603	5245.764	48.870754	5295.8457	5170.895	5419.9297	754.4139	5853.8687	3174.7603	5245.764	48.870754	5295.8457	5170.895	5419.9297	754.4139	5853.8687	3174.7603	5245.764	48.870754	5295.8457	5170.895	5245.764	48.870754	5295.8457	5170.895	5419.9297	754.4139	5853.8687	3174.7603	1000.0	1000.0	99999	309.70383	95.89848	421.80563	28.531721	309.70346	95.89431	419.43607	30.443657	2.482861	4.160994	30.285828	-12.154181	6993.463	20.739574	5062.247356891632
26	5638.4473	99.754616	5846.439	5523.18	5162.0015	64.2357	5242.187	5071.5874	5638.4473	99.754616	5846.439	5523.18	5162.0015	64.2357	5242.187	5071.5874	5638.4473	99.754616	5846.439	5523.18	5162.0015	64.2357	5242.187	5071.5874	5638.4473	99.754616	5846.439	5523.18	5162.0015	64.2357	5242.187	5071.5874	5638.4473	99.754616	5846.439	5523.18	5162.0015	64.2357	5242.187	5071.5874	5638.4473	99.754616	5846.439	5523.18	5162.0015	64.2357	5242.187	5071.5874	5162.0015	64.2357	5242.187	5071.5874	5638.4473	99.754616	5846.439	5523.18	1000.0	1000.0	103999	317.9692	96.794975	427.5626	28.71468	317.9687	96.79187	427.53165	30.338205	2.5251014	4.128998	32.398533	-13.796061	7176.1616	20.47073	5243.024865865707
27	5747.5923	106.26434	5896.8516	5572.907	5246.224	70.96519	5326.3105	5153.8535	5747.5923	106.26434	5896.8516	5572.907	5246.224	70.96519	5326.3105	5153.8535	5747.5923	106.26434	5896.8516	5572.907	5246.224	70.96519	5326.3105	5153.8535	5747.5923	106.26434	5896.8516	5572.907	5246.224	70.96519	5326.3105	5153.8535	5747.5923	106.26434	5896.8516	5572.907	5246.224	70.96519	5326.3105	5153.8535	5747.5923	106.26434	5896.8516	5572.907	5246.224	70.96519	5326.3105	5153.8535	5246.224	70.96519	5326.3105	5153.8535	5747.5923	106.26434	5896.8516	5572.907	1000.0	1000.0	107999	325.511	97.25543	431.94208	28.484818	325.5104	97.25127	430.98386	29.512299	2.5085452	4.13069	35.45825	-16.928185	7303.803	20.397348	5454.6503469944
28	5680.377	79.39425	5780.763	5523.33	5304.8184	45.321896	5356.8174	5252.1074	5680.377	79.39425	5780.763	5523.33	5304.8184	45.321896	5356.8174	5252.1074	5680.377	79.39425	5780.763	5523.33	5304.8184	45.321896	5356.8174	5252.1074	5680.377	79.39425	5780.763	5523.33	5304.8184	45.321896	5356.8174	5252.1074	5680.377	79.39425	5780.763	5523.33	5304.8184	45.321896	5356.8174	5252.1074	5680.377	79.39425	5780.763	5523.33	5304.8184	45.321896	5356.8174	5252.1074	5304.8184	45.321896	5356.8174	5252.1074	5680.377	79.39425	5780.763	5523.33	1000.0	1000.0	111999	333.00717	97.30531	438.75677	28.944	333.00677	97.3018	435.91443	29.318632	2.5838604	4.132968	32.874138	-15.418018	7487.9526	20.86924	5673.4679119586945
29	5818.5107	537.4422	6097.015	4219.047	5409.0254	30.095165	5454.1665	5375.2207	5818.5107	537.4422	6097.015	4219.047	5409.0254	30.095165	5454.1665	5375.2207	5818.5107	537.4422	6097.015	4219.047	5409.0254	30.095165	5454.1665	5375.2207	5818.5107	537.4422	6097.015	4219.047	5409.0254	30.095165	5454.1665	5375.2207	5818.5107	537.4422	6097.015	4219.047	5409.0254	30.095165	5454.1665	5375.2207	5818.5107	537.4422	6097.015	4219.047	5409.0254	30.095165	5454.1665	5375.2207	5409.0254	30.095165	5454.1665	5375.2207	5818.5107	537.4422	6097.015	4219.047	1000.0	1000.0	115999	340.21115	97.3071	440.79263	28.29124	340.21072	97.303474	439.65875	29.519724	2.5979998	4.1309557	33.39066	-12.685513	7654.346	20.981155	5891.2990510463715
30	5664.095	907.69354	6209.8955	2970.6797	5538.6973	134.0024	5760.4814	5403.2524	5664.095	907.69354	6209.8955	2970.6797	5538.6973	134.0024	5760.4814	5403.2524	5664.095	907.69354	6209.8955	2970.6797	5538.6973	134.0024	5760.4814	5403.2524	5664.095	907.69354	6209.8955	2970.6797	5538.6973	134.0024	5760.4814	5403.2524	5664.095	907.69354	6209.8955	2970.6797	5538.6973	134.0024	5760.4814	5403.2524	5664.095	907.69354	6209.8955	2970.6797	5538.6973	134.0024	5760.4814	5403.2524	5538.6973	134.0024	5760.4814	5403.2524	5664.095	907.69354	6209.8955	2970.6797	1000.0	1000.0	119999	346.34097	98.065025	454.3041	28.059395	346.34073	98.061806	453.00113	29.394539	2.6719618	4.1426144	38.566998	-14.776787	7793.6157	20.590527	6103.599749326706
31	5915.176	137.29959	6137.6694	5649.684	5371.185	250.90915	5562.112	4939.4707	5915.176	137.29959	6137.6694	5649.684	5371.185	250.90915	5562.112	4939.4707	5915.176	137.29959	6137.6694	5649.684	5371.185	250.90915	5562.112	4939.4707	5915.176	137.29959	6137.6694	5649.684	5371.185	250.90915	5562.112	4939.4707	5915.176	137.29959	6137.6694	5649.684	5371.185	250.90915	5562.112	4939.4707	5915.176	137.29959	6137.6694	5649.684	5371.185	250.90915	5562.112	4939.4707	5371.185	250.90915	5562.112	4939.4707	5915.176	137.29959	6137.6694	5649.684	1000.0	1000.0	123999	352.56653	98.33195	460.88788	28.767857	352.56577	98.32959	463.6143	28.923225	2.6939006	4.135932	29.908651	-13.013814	7947.1724	22.925148	6318.238873720169
32	6138.276	107.64049	6291.6704	5953.7476	5616.9385	68.477936	5723.9097	5533.0327	6138.276	107.64049	6291.6704	5953.7476	5616.9385	68.477936	5723.9097	5533.0327	6138.276	107.64049	6291.6704	5953.7476	5616.9385	68.477936	5723.9097	5533.0327	6138.276	107.64049	6291.6704	5953.7476	5616.9385	68.477936	5723.9097	5533.0327	6138.276	107.64049	6291.6704	5953.7476	5616.9385	68.477936	5723.9097	5533.0327	6138.276	107.64049	6291.6704	5953.7476	5616.9385	68.477936	5723.9097	5533.0327	5616.9385	68.477936	5723.9097	5533.0327	6138.276	107.64049	6291.6704	5953.7476	1000.0	1000.0	127999	358.28067	99.35455	464.21133	27.344204	358.28036	99.35144	464.89804	28.346779	2.7074604	4.139867	37.569363	-12.299691	8063.843	24.440926	6538.8839819431305
33	5428.62	1386.8441	6399.8115	2161.527	5718.177	57.919598	5777.3413	5632.903	5428.62	1386.8441	6399.8115	2161.527	5718.177	57.919598	5777.3413	5632.903	5428.62	1386.8441	6399.8115	2161.527	5718.177	57.919598	5777.3413	5632.903	5428.62	1386.8441	6399.8115	2161.527	5718.177	57.919598	5777.3413	5632.903	5428.62	1386.8441	6399.8115	2161.527	5718.177	57.919598	5777.3413	5632.903	5428.62	1386.8441	6399.8115	2161.527	5718.177	57.919598	5777.3413	5632.903	5718.177	57.919598	5777.3413	5632.903	5428.62	1386.8441	6399.8115	2161.527	1000.0	1000.0	131999	363.97375	99.199394	477.25858	26.918715	363.9736	99.19388	475.40567	27.761646	2.8610115	4.170049	40.70056	-16.458607	8195.382	25.243555	6769.576475381851
34	6298.4414	88.57309	6432.6655	6143.1387	5782.3867	104.72919	5904.889	5626.6553	6298.4414	88.57309	6432.6655	6143.1387	5782.3867	104.72919	5904.889	5626.6553	6298.4414	88.57309	6432.6655	6143.1387	5782.3867	104.72919	5904.889	5626.6553	6298.4414	88.57309	6432.6655	6143.1387	5782.3867	104.72919	5904.889	5626.6553	6298.4414	88.57309	6432.6655	6143.1387	5782.3867	104.72919	5904.889	5626.6553	6298.4414	88.57309	6432.6655	6143.1387	5782.3867	104.72919	5904.889	5626.6553	5782.3867	104.72919	5904.889	5626.6553	6298.4414	88.57309	6432.6655	6143.1387	1000.0	1000.0	135999	369.7205	99.45172	477.6967	26.54076	369.72067	99.447815	478.67358	27.234486	2.935015	4.18065	42.649868	-13.880277	8297.834	25.709784	7009.301272392273
35	5931.2544	1221.2584	6480.787	2275.9314	5846.7915	216.08765	6073.854	5595.2524	5931.2544	1221.2584	6480.787	2275.9314	5846.7915	216.08765	6073.854	5595.2524	5931.2544	1221.2584	6480.787	2275.9314	5846.7915	216.08765	6073.854	5595.2524	5931.2544	1221.2584	6480.787	2275.9314	5846.7915	216.08765	6073.854	5595.2524	5931.2544	1221.2584	6480.787	2275.9314	5846.7915	216.08765	6073.854	5595.2524	5931.2544	1221.2584	6480.787	2275.9314	5846.7915	216.08765	6073.854	5595.2524	5846.7915	216.08765	6073.854	5595.2524	5931.2544	1221.2584	6480.787	2275.9314	1000.0	1000.0	139999	374.72333	100.20054	484.48355	25.88078	374.72275	100.196304	485.32355	27.40919	2.8851547	4.1656156	35.838676	-13.428385	8362.414	25.615526	7207.326873540878
36	6434.1562	121.14023	6653.3657	6251.3125	5862.1675	85.98621	6008.707	5793.548	6434.1562	121.14023	6653.3657	6251.3125	5862.1675	85.98621	6008.707	5793.548	6434.1562	121.14023	6653.3657	6251.3125	5862.1675	85.98621	6008.707	5793.548	6434.1562	121.14023	6653.3657	6251.3125	5862.1675	85.98621	6008.707	5793.548	6434.1562	121.14023	6653.3657	6251.3125	5862.1675	85.98621	6008.707	5793.548	6434.1562	121.14023	6653.3657	6251.3125	5862.1675	85.98621	6008.707	5793.548	5862.1675	85.98621	6008.707	5793.548	6434.1562	121.14023	6653.3657	6251.3125	1000.0	1000.0	143999	380.41284	100.392235	488.1605	26.101435	380.4127	100.38818	487.15854	26.762222	3.0134296	4.1831684	57.977108	-15.665139	8466.888	25.791471	7397.254270553589
37	6808.6455	150.2905	7033.419	6576.6143	6104.2065	118.41456	6301.1187	5999.2715	6808.6455	150.2905	7033.419	6576.6143	6104.2065	118.41456	6301.1187	5999.2715	6808.6455	150.2905	7033.419	6576.6143	6104.2065	118.41456	6301.1187	5999.2715	6808.6455	150.2905	7033.419	6576.6143	6104.2065	118.41456	6301.1187	5999.2715	6808.6455	150.2905	7033.419	6576.6143	6104.2065	118.41456	6301.1187	5999.2715	6808.6455	150.2905	7033.419	6576.6143	6104.2065	118.41456	6301.1187	5999.2715	6104.2065	118.41456	6301.1187	5999.2715	6808.6455	150.2905	7033.419	6576.6143	1000.0	1000.0	147999	385.9608	100.41718	493.659	25.855696	385.96036	100.41406	495.1124	26.938503	3.0954163	4.172748	48.74035	-13.008803	8577.893	26.762495	7586.640214681625
38	6544.115	98.05683	6744.5933	6355.6025	5999.0703	278.7605	6253.6973	5534.9844	6544.115	98.05683	6744.5933	6355.6025	5999.0703	278.7605	6253.6973	5534.9844	6544.115	98.05683	6744.5933	6355.6025	5999.0703	278.7605	6253.6973	5534.9844	6544.115	98.05683	6744.5933	6355.6025	5999.0703	278.7605	6253.6973	5534.9844	6544.115	98.05683	6744.5933	6355.6025	5999.0703	278.7605	6253.6973	5534.9844	6544.115	98.05683	6744.5933	6355.6025	5999.0703	278.7605	6253.6973	5534.9844	5999.0703	278.7605	6253.6973	5534.9844	6544.115	98.05683	6744.5933	6355.6025	1000.0	1000.0	151999	391.2647	101.161	501.7661	24.729666	391.2642	101.15796	500.1656	25.999102	3.1898518	4.1618357	36.083843	-13.931053	8683.07	26.1938	7797.718865394592
39	5901.2427	2290.399	7111.9194	1116.9968	4028.9927	2401.5266	6336.11	727.93176	5901.2427	2290.399	7111.9194	1116.9968	4028.9927	2401.5266	6336.11	727.93176	5901.2427	2290.399	7111.9194	1116.9968	4028.9927	2401.5266	6336.11	727.93176	5901.2427	2290.399	7111.9194	1116.9968	4028.9927	2401.5266	6336.11	727.93176	5901.2427	2290.399	7111.9194	1116.9968	4028.9927	2401.5266	6336.11	727.93176	5901.2427	2290.399	7111.9194	1116.9968	4028.9927	2401.5266	6336.11	727.93176	4028.9927	2401.5266	6336.11	727.93176	5901.2427	2290.399	7111.9194	1116.9968	1000.0	1000.0	155999	396.0324	103.44835	507.27893	22.848295	396.03244	103.442696	504.25586	25.108028	3.1590774	4.1672177	36.896088	-14.18174	8806.144	27.849888	8026.244304180145
40	6484.551	58.098328	6602.7754	6399.798	4684.9595	1604.357	6217.2075	2280.6614	6484.551	58.098328	6602.7754	6399.798	4684.9595	1604.357	6217.2075	2280.6614	6484.551	58.098328	6602.7754	6399.798	4684.9595	1604.357	6217.2075	2280.6614	6484.551	58.098328	6602.7754	6399.798	4684.9595	1604.357	6217.2075	2280.6614	6484.551	58.098328	6602.7754	6399.798	4684.9595	1604.357	6217.2075	2280.6614	6484.551	58.098328	6602.7754	6399.798	4684.9595	1604.357	6217.2075	2280.6614	4684.9595	1604.357	6217.2075	2280.6614	6484.551	58.098328	6602.7754	6399.798	1000.0	1000.0	159999	397.36105	110.13998	511.96057	24.21693	397.3603	110.13724	512.1041	24.769787	3.2546427	4.2248116	49.278313	-12.927139	8846.514	32.21179	8253.507786273956
41	6409.125	1142.083	6938.17	3042.4395	4676.404	1638.646	6318.5996	2924.1304	6409.125	1142.083	6938.17	3042.4395	4676.404	1638.646	6318.5996	2924.1304	6409.125	1142.083	6938.17	3042.4395	4676.404	1638.646	6318.5996	2924.1304	6409.125	1142.083	6938.17	3042.4395	4676.404	1638.646	6318.5996	2924.1304	6409.125	1142.083	6938.17	3042.4395	4676.404	1638.646	6318.5996	2924.1304	6409.125	1142.083	6938.17	3042.4395	4676.404	1638.646	6318.5996	2924.1304	4676.404	1638.646	6318.5996	2924.1304	6409.125	1142.083	6938.17	3042.4395	1000.0	1000.0	163999	399.7296	114.2967	517.43207	23.961206	399.72833	114.2936	516.03314	23.019833	3.2892706	4.2449207	36.709244	-13.464013	8856.66	37.18074	8466.083862543106
42	6283.667	92.34221	6438.6543	6154.3438	5434.8774	1427.3297	6303.7173	2963.7358	6283.667	92.34221	6438.6543	6154.3438	5434.8774	1427.3297	6303.7173	2963.7358	6283.667	92.34221	6438.6543	6154.3438	5434.8774	1427.3297	6303.7173	2963.7358	6283.667	92.34221	6438.6543	6154.3438	5434.8774	1427.3297	6303.7173	2963.7358	6283.667	92.34221	6438.6543	6154.3438	5434.8774	1427.3297	6303.7173	2963.7358	6283.667	92.34221	6438.6543	6154.3438	5434.8774	1427.3297	6303.7173	2963.7358	5434.8774	1427.3297	6303.7173	2963.7358	6283.667	92.34221	6438.6543	6154.3438	1000.0	1000.0	167999	403.571	115.76764	521.5092	20.062468	403.57147	115.761284	519.60547	21.263348	3.3292522	4.317509	34.475548	-12.487622	8930.554	40.059715	8676.690517187119
43	6430.404	89.35682	6610.668	6301.023	6272.695	130.62213	6454.937	6086.9873	6430.404	89.35682	6610.668	6301.023	6272.695	130.62213	6454.937	6086.9873	6430.404	89.35682	6610.668	6301.023	6272.695	130.62213	6454.937	6086.9873	6430.404	89.35682	6610.668	6301.023	6272.695	130.62213	6454.937	6086.9873	6430.404	89.35682	6610.668	6301.023	6272.695	130.62213	6454.937	6086.9873	6430.404	89.35682	6610.668	6301.023	6272.695	130.62213	6454.937	6086.9873	6272.695	130.62213	6454.937	6086.9873	6430.404	89.35682	6610.668	6301.023	1000.0	1000.0	171999	406.73935	117.22207	529.5526	23.705446	406.73923	117.21643	525.23987	23.199068	3.2739756	4.284119	32.51617	-12.740558	8973.654	38.494953	8889.66803598404
44	7564.216	174.2911	7816.3687	7332.741	6363.799	233.95207	6721.289	6127.0435	7564.216	174.2911	7816.3687	7332.741	6363.799	233.95207	6721.289	6127.0435	7564.216	174.2911	7816.3687	7332.741	6363.799	233.95207	6721.289	6127.0435	7564.216	174.2911	7816.3687	7332.741	6363.799	233.95207	6721.289	6127.0435	7564.216	174.2911	7816.3687	7332.741	6363.799	233.95207	6721.289	6127.0435	7564.216	174.2911	7816.3687	7332.741	6363.799	233.95207	6721.289	6127.0435	6363.799	233.95207	6721.289	6127.0435	7564.216	174.2911	7816.3687	7332.741	1000.0	1000.0	175999	410.71225	117.51615	534.2652	9.369948	410.71173	117.51439	535.1894	23.695963	3.392938	4.2798924	40.36485	-12.981003	9039.28	38.5641	9121.2979118824
45	7257.483	87.96445	7371.7964	7067.765	6582.379	152.77437	6791.801	6405.999	7257.483	87.96445	7371.7964	7067.765	6582.379	152.77437	6791.801	6405.999	7257.483	87.96445	7371.7964	7067.765	6582.379	152.77437	6791.801	6405.999	7257.483	87.96445	7371.7964	7067.765	6582.379	152.77437	6791.801	6405.999	7257.483	87.96445	7371.7964	7067.765	6582.379	152.77437	6791.801	6405.999	7257.483	87.96445	7371.7964	7067.765	6582.379	152.77437	6791.801	6405.999	6582.379	152.77437	6791.801	6405.999	7257.483	87.96445	7371.7964	7067.765	1000.0	1000.0	179999	415.7902	117.61353	547.00995	22.754377	415.78967	117.60808	548.54504	22.689266	3.5105176	4.269042	36.5974	-13.205914	9147.964	38.014854	9348.363079309464
46	7170.7437	108.466064	7319.795	7014.469	6602.7847	112.23803	6738.565	6427.8643	7170.7437	108.466064	7319.795	7014.469	6602.7847	112.23803	6738.565	6427.8643	7170.7437	108.466064	7319.795	7014.469	6602.7847	112.23803	6738.565	6427.8643	7170.7437	108.466064	7319.795	7014.469	6602.7847	112.23803	6738.565	6427.8643	7170.7437	108.466064	7319.795	7014.469	6602.7847	112.23803	6738.565	6427.8643	7170.7437	108.466064	7319.795	7014.469	6602.7847	112.23803	6738.565	6427.8643	6602.7847	112.23803	6738.565	6427.8643	7170.7437	108.466064	7319.795	7014.469	1000.0	1000.0	183999	420.9498	117.972275	551.18494	21.47005	420.94952	117.96908	549.65405	22.263668	3.5186625	4.2542405	44.58582	-12.89609	9249.476	38.39448	9569.975247383118
47	6794.754	1846.4316	7653.265	1305.7803	6601.654	44.77193	6637.232	6524.9497	6794.754	1846.4316	7653.265	1305.7803	6601.654	44.77193	6637.232	6524.9497	6794.754	1846.4316	7653.265	1305.7803	6601.654	44.77193	6637.232	6524.9497	6794.754	1846.4316	7653.265	1305.7803	6601.654	44.77193	6637.232	6524.9497	6794.754	1846.4316	7653.265	1305.7803	6601.654	44.77193	6637.232	6524.9497	6794.754	1846.4316	7653.265	1305.7803	6601.654	44.77193	6637.232	6524.9497	6601.654	44.77193	6637.232	6524.9497	6794.754	1846.4316	7653.265	1305.7803	1000.0	1000.0	187999	426.1522	118.25154	558.7969	20.40451	426.15173	118.24499	559.89984	21.805973	3.5619833	4.2507186	51.80274	-14.2986555	9367.646	38.339577	9778.72642827034
48	7470.775	104.246315	7642.2896	7232.1113	6644.6855	174.72687	6925.0234	6473.526	7470.775	104.246315	7642.2896	7232.1113	6644.6855	174.72687	6925.0234	6473.526	7470.775	104.246315	7642.2896	7232.1113	6644.6855	174.72687	6925.0234	6473.526	7470.775	104.246315	7642.2896	7232.1113	6644.6855	174.72687	6925.0234	6473.526	7470.775	104.246315	7642.2896	7232.1113	6644.6855	174.72687	6925.0234	6473.526	7470.775	104.246315	7642.2896	7232.1113	6644.6855	174.72687	6925.0234	6473.526	6644.6855	174.72687	6925.0234	6473.526	7470.775	104.246315	7642.2896	7232.1113	1000.0	1000.0	191999	431.5726	119.12481	564.57275	22.43829	431.57275	119.120186	568.0612	21.881569	3.6394682	4.2383814	46.452152	-12.452225	9465.259	38.28707	9988.422486543655
49	7752.6274	109.23496	7922.501	7571.429	6858.3716	30.567987	6907.1304	6824.7676	7752.6274	109.23496	7922.501	7571.429	6858.3716	30.567987	6907.1304	6824.7676	7752.6274	109.23496	7922.501	7571.429	6858.3716	30.567987	6907.1304	6824.7676	7752.6274	109.23496	7922.501	7571.429	6858.3716	30.567987	6907.1304	6824.7676	7752.6274	109.23496	7922.501	7571.429	6858.3716	30.567987	6907.1304	6824.7676	7752.6274	109.23496	7922.501	7571.429	6858.3716	30.567987	6907.1304	6824.7676	6858.3716	30.567987	6907.1304	6824.7676	7752.6274	109.23496	7922.501	7571.429	1000.0	1000.0	195999	437.1309	119.13442	569.9175	16.834837	437.13007	119.127365	568.32007	22.499107	3.7076602	4.2572746	70.04964	-13.144459	9562.686	39.303875	10184.003926753998
50	7968.3193	76.945	8121.724	7846.822	6741.4463	207.25829	7093.159	6557.1255	7968.3193	76.945	8121.724	7846.822	6741.4463	207.25829	7093.159	6557.1255	7968.3193	76.945	8121.724	7846.822	6741.4463	207.25829	7093.159	6557.1255	7968.3193	76.945	8121.724	7846.822	6741.4463	207.25829	7093.159	6557.1255	7968.3193	76.945	8121.724	7846.822	6741.4463	207.25829	7093.159	6557.1255	7968.3193	76.945	8121.724	7846.822	6741.4463	207.25829	7093.159	6557.1255	6741.4463	207.25829	7093.159	6557.1255	7968.3193	76.945	8121.724	7846.822	1000.0	1000.0	199999	442.31824	119.90555	581.15015	19.26639	442.31796	119.900795	578.0073	20.642817	3.767659	4.226157	61.252	-13.902678	9669.402	39.656185	10366.969571828842
51	6676.771	95.461914	6890.641	6560.495	6774.9746	131.34554	6980.0366	6624.6235	6676.771	95.461914	6890.641	6560.495	6774.9746	131.34554	6980.0366	6624.6235	6676.771	95.461914	6890.641	6560.495	6774.9746	131.34554	6980.0366	6624.6235	6676.771	95.461914	6890.641	6560.495	6774.9746	131.34554	6980.0366	6624.6235	6676.771	95.461914	6890.641	6560.495	6774.9746	131.34554	6980.0366	6624.6235	6676.771	95.461914	6890.641	6560.495	6774.9746	131.34554	6980.0366	6624.6235	6774.9746	131.34554	6980.0366	6624.6235	6676.771	95.461914	6890.641	6560.495	1000.0	1000.0	203999	447.828	120.97151	584.51843	18.63935	447.82697	120.96968	583.03613	22.769695	3.828054	4.218389	45.983696	-12.299113	9771.11	38.86244	10555.259875774384
52	7939.1533	169.50662	8341.937	7703.0454	6674.033	604.1101	7059.364	5628.532	7939.1533	169.50662	8341.937	7703.0454	6674.033	604.1101	7059.364	5628.532	7939.1533	169.50662	8341.937	7703.0454	6674.033	604.1101	7059.364	5628.532	7939.1533	169.50662	8341.937	7703.0454	6674.033	604.1101	7059.364	5628.532	7939.1533	169.50662	8341.937	7703.0454	6674.033	604.1101	7059.364	5628.532	7939.1533	169.50662	8341.937	7703.0454	6674.033	604.1101	7059.364	5628.532	6674.033	604.1101	7059.364	5628.532	7939.1533	169.50662	8341.937	7703.0454	1000.0	1000.0	207999	453.96017	120.91246	589.67255	20.268927	453.9593	120.90853	591.75745	21.40594	3.8879561	4.1851535	46.133842	-14.352179	9882.696	41.537422	10737.404446840286
53	6712.56	269.65228	7264.07	6125.227	7147.3857	113.4996	7342.0825	7062.594	6712.56	269.65228	7264.07	6125.227	7147.3857	113.4996	7342.0825	7062.594	6712.56	269.65228	7264.07	6125.227	7147.3857	113.4996	7342.0825	7062.594	6712.56	269.65228	7264.07	6125.227	7147.3857	113.4996	7342.0825	7062.594	6712.56	269.65228	7264.07	6125.227	7147.3857	113.4996	7342.0825	7062.594	6712.56	269.65228	7264.07	6125.227	7147.3857	113.4996	7342.0825	7062.594	7147.3857	113.4996	7342.0825	7062.594	6712.56	269.65228	7264.07	6125.227	1000.0	1000.0	211999	458.35373	122.547714	596.4005	10.835898	458.35297	122.54535	595.0773	12.31078	3.9048963	4.2347803	65.02022	-14.712981	9978.804	45.336193	10919.088551282883
