Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
11	4173.4365	79.201836	4282.948	4033.285	3473.306	100.863365	3583.2375	3365.289	3473.306	100.863365	3583.2375	3365.289	4173.4365	79.201836	4282.948	4033.285	1000.0	1000.0	43999	134.86536	50.884953	225.62575	24.763823	134.86534	50.88389	224.075	24.090324	0.8487157	3.4197302	20.600645	-17.213037	-135.56743	12.068748	1605.3967473506927
12	4260.874	66.96347	4359.293	4165.369	3670.333	71.62951	3785.3806	3593.4175	3670.333	71.62951	3785.3806	3593.4175	4260.874	66.96347	4359.293	4165.369	1000.0	1000.0	47999	154.98064	56.294968	249.44424	23.18193	154.98112	56.29371	248.81998	21.353846	1.0186133	3.479352	22.6901	-13.854601	-155.63174	12.687035	1758.1525962352753
13	4374.106	314.99625	4650.3	3456.9946	3895.7686	57.583683	3977.5432	3815.7493	3895.7686	57.583683	3977.5432	3815.7493	4374.106	314.99625	4650.3	3456.9946	1000.0	1000.0	51999	173.99075	61.06257	267.07373	21.669653	173.99059	61.062393	266.31265	13.160812	1.1381153	3.523629	23.215738	-15.11327	-174.5985	12.582531	1914.4813814163208
14	4851.1494	276.6859	5114.0093	4077.761	4092.0251	116.71232	4230.177	3906.94	4092.0251	116.71232	4230.177	3906.94	4851.1494	276.6859	5114.0093	4077.761	1000.0	1000.0	55999	191.62888	65.71682	283.36298	20.491747	191.62811	65.71735	283.64102	13.149713	1.2553732	3.5678542	21.053726	-15.083875	-192.15637	13.761515	2072.6991305351257
15	4984.517	92.346535	5152.2544	4835.7046	4254.046	108.898964	4413.912	4123.429	4254.046	108.898964	4413.912	4123.429	4984.517	92.346535	5152.2544	4835.7046	1000.0	1000.0	59999	208.61073	69.67306	309.81863	20.71335	208.61098	69.67228	307.89755	17.42578	1.4479916	3.6488204	23.06988	-15.276339	-209.14677	13.965176	2223.0369703769684
16	4998.688	89.07036	5133.9995	4855.716	4391.995	56.627556	4450.167	4307.454	4391.995	56.627556	4450.167	4307.454	4998.688	89.07036	5133.9995	4855.716	1000.0	1000.0	63999	225.51242	73.03885	322.85178	18.921606	225.5123	73.03916	323.6108	15.592815	1.6307822	3.698411	24.986622	-14.666674	-226.0158	15.061532	2373.606014251709
17	5010.624	66.94742	5135.957	4919.2495	4557.966	118.84568	4652.802	4357.733	4557.966	118.84568	4652.802	4357.733	5010.624	66.94742	5135.957	4919.2495	1000.0	1000.0	67999	241.17493	76.024574	340.3034	17.969032	241.1752	76.02448	340.682	12.838255	1.7539966	3.7263775	24.859646	-14.45722	-241.64769	15.72903	2529.4192867279053
18	4955.1455	87.190956	5097.8257	4851.2217	4777.1367	67.05086	4888.9507	4717.4717	4777.1367	67.05086	4888.9507	4717.4717	4955.1455	87.190956	5097.8257	4851.2217	1000.0	1000.0	71999	255.78946	79.01491	355.35925	18.174793	255.78938	79.01466	352.2895	13.073284	1.9532981	3.7570102	22.939165	-12.727335	-256.2318	16.133324	2688.9854378700256
19	5210.6865	49.61863	5313.183	5150.18	4787.355	136.19798	5012.262	4669.2334	4787.355	136.19798	5012.262	4669.2334	5210.6865	49.61863	5313.183	5150.18	1000.0	1000.0	75999	269.84207	81.370384	367.93658	18.485329	269.84195	81.37061	365.0367	10.431127	2.0065272	3.7483509	28.073017	-13.347105	-270.24484	15.591447	2854.4440488815308
20	5379.274	130.32022	5544.9976	5095.6304	4912.728	126.10318	5056.494	4747.786	4912.728	126.10318	5056.494	4747.786	5379.274	130.32022	5544.9976	5095.6304	1000.0	1000.0	79999	282.7221	83.04486	379.51346	18.223774	282.72217	83.04383	378.8448	7.6708446	2.0618856	3.728249	28.780235	-12.317072	-283.0758	15.759394	3022.3674387931824
21	5211.607	44.735973	5268.814	5143.781	4121.3984	1528.8632	5054.5796	1473.9055	4121.3984	1528.8632	5054.5796	1473.9055	5211.607	44.735973	5268.814	5143.781	1000.0	1000.0	83999	293.8566	85.76585	390.60895	15.062175	293.85675	85.765945	390.7108	-3.6451292	2.1400795	3.7449965	25.913246	-13.108823	-294.17175	16.806536	3206.5142402648926
22	5532.669	46.751812	5582.112	5432.759	5048.077	101.045944	5174.6987	4947.1543	5048.077	101.045944	5174.6987	4947.1543	5532.669	46.751812	5582.112	5432.759	1000.0	1000.0	87999	302.72275	89.89494	402.2888	10.838215	302.72253	89.894325	399.2423	-6.61949	2.2192934	3.759455	31.814423	-13.102054	-303.00894	18.508436	3395.5954718589783
23	5573.154	82.57027	5694.931	5427.022	5250.962	24.042723	5288.3296	5221.384	5250.962	24.042723	5288.3296	5221.384	5573.154	82.57027	5694.931	5427.022	1000.0	1000.0	91999	313.22815	90.96911	413.4739	11.594704	313.2284	90.96958	410.03598	-8.03058	2.376365	3.7896106	32.460953	-14.757192	-313.50613	18.46824	3584.7535004615784
24	5756.9595	42.819386	5817.746	5690.2173	5210.1543	81.03773	5293.253	5087.7324	5210.1543	81.03773	5293.253	5087.7324	5756.9595	42.819386	5817.746	5690.2173	1000.0	1000.0	95999	323.04434	91.736465	420.24182	20.296385	323.04395	91.73668	418.9866	-43.032547	2.399272	3.7899609	29.618752	-13.702183	-323.26624	18.87986	3765.504423379898
25	5589.1494	71.70519	5688.7705	5478.4146	4323.421	1651.8462	5311.4814	1463.1667	4323.421	1651.8462	5311.4814	1463.1667	5589.1494	71.70519	5688.7705	5478.4146	1000.0	1000.0	99999	329.6313	95.63098	429.92636	4.457064	329.63037	95.63295	430.44617	-21.656273	2.3419383	3.7842193	33.166374	-13.701537	-329.82474	21.13825	3942.0033724308014
26	5591.7095	724.8164	5941.5195	3431.2922	5391.161	67.08119	5466.7593	5291.844	5391.161	67.08119	5466.7593	5291.844	5591.7095	724.8164	5941.5195	3431.2922	1000.0	1000.0	103999	337.43723	96.68514	435.6376	-3.9294934	337.4366	96.68595	438.01816	-61.949276	2.4137707	3.7633998	26.833149	-12.411835	-337.60886	20.45787	4119.154101133347
27	5840.6123	143.15367	6027.7266	5520.434	5451.363	67.72824	5561.055	5386.429	5451.363	67.72824	5561.055	5386.429	5840.6123	143.15367	6027.7266	5520.434	1000.0	1000.0	107999	345.3032	97.18582	453.54056	3.8500934	345.30344	97.18388	449.52216	-14.284019	2.47315	3.7868054	38.78293	-12.702024	-345.46494	19.814907	4297.470977783203
28	6050.462	85.13237	6166.1304	5905.526	5454.123	34.61063	5485.4287	5398.3823	5454.123	34.61063	5485.4287	5398.3823	6050.462	85.13237	6166.1304	5905.526	1000.0	1000.0	111999	352.8271	97.501205	457.0296	-7.9205008	352.82675	97.50068	456.6467	-91.99795	2.5942404	3.8088315	40.199497	-14.862317	-352.95032	20.17736	4475.122274398804
29	5808.539	121.101906	5931.4136	5489.8906	5532.2866	74.799194	5650.7944	5446.6016	5532.2866	74.799194	5650.7944	5446.6016	5808.539	121.101906	5931.4136	5489.8906	1000.0	1000.0	115999	360.40805	97.534	464.494	-0.61049974	360.4082	97.5329	461.07187	-21.892447	2.5811856	3.8026962	42.089424	-12.186867	-360.49362	20.869663	4653.018213033676
30	6316.353	73.60137	6413.081	6156.4155	5605.678	64.594406	5695.207	5515.0713	5605.678	64.594406	5695.207	5515.0713	6316.353	73.60137	6413.081	6156.4155	1000.0	1000.0	119999	367.23773	97.61205	470.17184	13.679711	367.2379	97.61143	467.99246	-52.161133	2.7199476	3.808137	36.123726	-14.862194	-367.3518	19.674126	4830.932285785675
31	6024.502	58.545567	6086.412	5890.8096	5662.7104	81.96351	5792.5312	5586.004	5662.7104	81.96351	5792.5312	5586.004	6024.502	58.545567	6086.412	5890.8096	1000.0	1000.0	123999	373.6675	98.327965	472.91473	19.834408	373.6674	98.326485	474.3881	-55.172592	2.745796	3.8629692	45.79164	-17.608137	-373.7596	20.097084	5044.6831176280975
32	6155.5596	137.81589	6334.4136	5858.5054	5717.2075	160.45894	5913.4595	5513.515	5717.2075	160.45894	5913.4595	5513.515	6155.5596	137.81589	6334.4136	5858.5054	1000.0	1000.0	127999	380.48944	97.89698	480.05597	14.643877	380.4891	97.89733	482.03928	-14.014168	2.823903	3.846238	34.724667	-12.077478	-380.56354	19.822021	5264.281538963318
33	6338.9614	121.20431	6586.319	6157.035	5412.136	586.933	5822.0806	4402.628	5412.136	586.933	5822.0806	4402.628	6338.9614	121.20431	6586.319	6157.035	1000.0	1000.0	131999	385.6964	99.194	484.59454	7.1477523	385.69608	99.19467	484.39465	-53.9084	2.8079398	3.8273013	39.253063	-12.233943	-385.7458	21.463854	5486.485896587372
34	6438.5044	91.96492	6644.508	6297.6865	5793.659	98.268845	5927.0156	5649.569	5793.659	98.268845	5927.0156	5649.569	6438.5044	91.96492	6644.508	6297.6865	1000.0	1000.0	135999	391.38467	99.38004	492.96124	3.2986917	391.3849	99.37858	493.40076	-78.33583	2.9025683	3.8430173	39.49494	-13.601741	-391.40884	21.451164	5714.477752923965
35	6149.9766	56.120453	6250.659	6083.494	5886.8315	111.629875	6073.728	5787.547	5886.8315	111.629875	6073.728	5787.547	6149.9766	56.120453	6250.659	6083.494	1000.0	1000.0	139999	396.95004	99.4345	505.60284	17.24246	396.94983	99.43525	505.97586	-11.84872	2.9382153	3.8294818	61.881783	-12.850427	-396.9627	21.588177	5942.103786945343
36	6450.311	46.907192	6506.978	6385.5225	5587.9375	694.89185	6067.2554	4391.5864	5587.9375	694.89185	6067.2554	4391.5864	6450.311	46.907192	6506.978	6385.5225	1000.0	1000.0	143999	401.85815	99.93013	514.1183	-1.4436829	401.85767	99.93124	515.09186	-62.788223	3.0235832	3.8756847	47.67256	-12.920052	-401.83746	23.31575	6144.231236457825
37	6321.415	90.478775	6488.7925	6222.799	5987.377	152.91077	6229.768	5836.9365	5987.377	152.91077	6229.768	5836.9365	6321.415	90.478775	6488.7925	6222.799	1000.0	1000.0	147999	406.41443	100.5665	516.9996	-1.4427668	406.4144	100.56611	519.169	-30.67863	3.048005	3.8801107	58.213367	-13.741505	-406.3782	25.439968	6321.077077150345
38	6438.6816	91.958435	6545.3813	6282.614	6136.4507	146.31895	6317.693	5944.9536	6136.4507	146.31895	6317.693	5944.9536	6438.6816	91.958435	6545.3813	6282.614	1000.0	1000.0	151999	410.81097	100.9077	520.1104	-2.557019	410.81104	100.90671	518.31537	-38.111237	3.1232138	3.8878891	56.114216	-14.792268	-410.7456	24.853477	6498.582148551941
39	6368.8413	1688.5144	7087.889	1312.9435	6054.34	111.67837	6167.9976	5896.081	6054.34	111.67837	6167.9976	5896.081	6368.8413	1688.5144	7087.889	1312.9435	1000.0	1000.0	155999	415.4952	101.0109	523.91583	-13.291491	415.495	101.01119	525.19086	-38.71803	3.198535	3.923607	45.634346	-12.780615	-415.39957	26.539633	6674.784792423248
40	6631.258	137.34407	6839.25	6304.328	6146.4536	180.45955	6426.1445	5969.0513	6146.4536	180.45955	6426.1445	5969.0513	6631.258	137.34407	6839.25	6304.328	1000.0	1000.0	159999	419.95712	101.14574	530.2769	-27.243258	419.95743	101.14531	531.9388	-68.25642	3.2783916	3.9289114	41.321693	-12.699769	-419.8852	27.051762	6848.606040239334
41	6912.732	159.92845	7162.851	6659.9946	6368.823	77.07794	6481.899	6279.777	6368.823	77.07794	6481.899	6279.777	6912.732	159.92845	7162.851	6659.9946	1000.0	1000.0	163999	424.96933	100.98564	545.188	13.843107	424.96912	100.98466	543.3602	12.702325	3.3453832	3.9131308	60.35641	-13.774808	-424.90454	25.16042	7023.572702884674
42	6708.574	116.05965	6870.7954	6524.2	5169.9946	1747.6168	6292.563	2152.1086	5169.9946	1747.6168	6292.563	2152.1086	6708.574	116.05965	6870.7954	6524.2	1000.0	1000.0	167999	428.20084	103.52653	547.849	-5.7637644	428.20035	103.52759	547.10474	-11.201902	3.3691952	3.933151	50.65706	-13.107352	-428.083	27.078999	7197.649976730347
43	6816.042	107.37397	6984.444	6699.7036	6399.721	192.37674	6601.5796	6123.8164	6399.721	192.37674	6601.5796	6123.8164	6816.042	107.37397	6984.444	6699.7036	1000.0	1000.0	171999	432.26923	104.78944	552.5274	8.374571	432.26923	104.787384	550.95715	-20.71864	3.423107	3.965763	55.51831	-14.5750675	-432.17264	28.673992	7420.355326890945
44	7129.0615	118.96843	7330.4277	6961.0815	5982.3516	1018.65356	6716.394	4232.9985	5982.3516	1018.65356	6716.394	4232.9985	7129.0615	118.96843	7330.4277	6961.0815	1000.0	1000.0	175999	435.84207	106.37179	562.74554	-60.483875	435.8422	106.37335	560.1542	-195.204	3.4938774	4.026268	87.628654	-14.858327	-435.72952	32.583298	7668.0949165821075
45	7165.146	126.612526	7417.942	7017.5405	6432.408	94.26611	6534.978	6316.6816	6432.408	94.26611	6534.978	6316.6816	7165.146	126.612526	7417.942	7017.5405	1000.0	1000.0	179999	440.1184	106.96277	569.4185	-102.336266	440.1201	106.956894	567.8771	-215.9654	3.501604	4.000189	74.073296	-13.879492	-439.98474	33.728848	7901.5464062690735
46	4450.083	2709.6362	7838.2217	777.94073	5589.0977	1669.7677	6712.7227	2702.3088	5589.0977	1669.7677	6712.7227	2702.3088	4450.083	2709.6362	7838.2217	777.94073	1000.0	1000.0	183999	444.00146	107.31575	571.90906	-89.474106	444.00293	107.30892	575.6885	-106.78678	3.6684847	4.0670266	60.07942	-13.568802	-443.87878	34.839993	8089.026916503906
47	7214.806	273.8015	7509.286	6475.23	4468.758	2679.8406	6780.4546	123.1103	4468.758	2679.8406	6780.4546	123.1103	7214.806	273.8015	7509.286	6475.23	1000.0	1000.0	187999	446.0646	111.0273	577.2995	-60.353855	446.06653	111.01945	579.13794	-79.93524	3.6902516	4.054532	55.37326	-14.350445	-445.93954	35.932858	8276.260674476624
48	7488.7046	135.62576	7678.2617	7218.3877	5133.772	1617.9934	6953.471	3423.156	5133.772	1617.9934	6953.471	3423.156	7488.7046	135.62576	7678.2617	7218.3877	1000.0	1000.0	191999	447.2622	115.96857	582.56683	-51.943375	447.26392	115.96212	583.8151	-76.09885	3.6893713	4.092546	65.30715	-15.2373	-447.10593	38.46684	8463.630330324173
49	7468.46	114.41019	7637.895	7302.915	6586.389	298.87073	6916.0254	6273.637	6586.389	298.87073	6916.0254	6273.637	7468.46	114.41019	7637.895	7302.915	1000.0	1000.0	195999	449.27896	119.20848	595.1593	-52.514202	449.28217	119.19589	594.06635	-108.81436	3.7357903	4.1395493	50.591896	-13.612138	-449.0876	43.18045	8646.866775989532
50	8068.694	113.40194	8200.59	7801.402	5971.6924	1490.6138	6877.9653	3390.3423	5971.6924	1490.6138	6877.9653	3390.3423	8068.694	113.40194	8200.59	7801.402	1000.0	1000.0	199999	452.8208	119.549446	598.2922	-68.671814	452.8248	119.535286	597.63464	-73.93969	3.861451	4.168016	39.119522	-14.177961	-452.6527	46.706978	8831.080611467361
51	7515.4805	62.527718	7591.846	7418.7383	6755.304	254.92107	7026.8853	6340.852	6755.304	254.92107	7026.8853	6340.852	7515.4805	62.527718	7591.846	7418.7383	1000.0	1000.0	203999	455.88513	121.08725	602.79175	-34.477016	455.8874	121.07669	599.3431	-91.50656	3.9275255	4.183029	59.398163	-12.5779295	-455.6825	48.395084	9013.55626988411
52	6943.288	996.72473	7636.3706	4035.9976	6830.839	144.05246	6947.2144	6584.628	6830.839	144.05246	6947.2144	6584.628	6943.288	996.72473	7636.3706	4035.9976	1000.0	1000.0	207999	459.6616	121.6976	607.34717	-44.38045	459.66595	121.68374	605.70337	-60.80959	3.9071965	4.1908355	89.02748	-12.508192	-459.45038	45.95349	9193.123761892319
53	7615.694	74.54013	7739.672	7506.639	6890.065	241.4478	7195.8096	6519.2324	6890.065	241.4478	7195.8096	6519.2324	7615.694	74.54013	7739.672	7506.639	1000.0	1000.0	211999	463.02753	121.95933	610.4301	-40.187057	463.03235	121.94613	609.23975	-71.23418	3.9545217	4.2223234	76.461105	-12.548298	-462.82745	47.153442	9373.944950580597
54	7299.383	96.62721	7434.703	7108.8423	5469.8403	2651.6716	7082.8374	878.1124	5469.8403	2651.6716	7082.8374	878.1124	7299.383	96.62721	7434.703	7108.8423	1000.0	1000.0	215999	464.95285	124.150604	614.9577	-44.62086	464.95685	124.13595	614.2118	-97.44915	3.9400084	4.2580686	46.75045	-12.467987	-464.74298	53.83642	9556.495079278946
55	7812.978	117.59472	8000.1616	7585.91	7207.674	215.67963	7511.2593	6908.7026	7207.674	215.67963	7511.2593	6908.7026	7812.978	117.59472	8000.1616	7585.91	1000.0	1000.0	219999	467.71777	125.195526	615.95734	-34.253082	467.72272	125.1782	614.55725	-73.279495	3.9715466	4.205334	54.357597	-11.351738	-467.47467	51.854515	9740.89210987091
56	7533.0586	141.21458	7694.689	7284.7837	6826.62	508.9664	7194.4375	5953.4507	6826.62	508.9664	7194.4375	5953.4507	7533.0586	141.21458	7694.689	7284.7837	1000.0	1000.0	223999	471.86572	125.67342	623.7773	-45.3806	471.87012	125.657425	624.2543	-89.04232	4.0712905	4.1778717	50.68129	-12.309987	-471.64636	52.278072	9924.641132116318
57	7425.4717	116.15674	7565.8003	7233.809	5696.042	2962.9084	7493.463	564.9759	5696.042	2962.9084	7493.463	564.9759	7425.4717	116.15674	7565.8003	7233.809	1000.0	1000.0	227999	473.9156	128.66342	629.7643	-70.55553	473.92	128.64482	628.81085	-88.09846	4.1434245	4.220229	56.533882	-12.510708	-473.68234	59.2227	10113.703733205795
58	7519.6743	112.873245	7700.302	7347.15	7164.601	181.51848	7362.9116	6870.754	7164.601	181.51848	7362.9116	6870.754	7519.6743	112.873245	7700.302	7347.15	1000.0	1000.0	231999	477.20078	129.35684	632.52203	-53.20846	477.20593	129.3379	633.63184	-74.00194	4.1986837	4.255251	54.479183	-13.052442	-476.9597	61.250633	10421.801627635956
59	7421.3843	1718.0248	8229.202	2278.0376	7469.3525	176.24712	7658.692	7286.239	7469.3525	176.24712	7658.692	7286.239	7421.3843	1718.0248	8229.202	2278.0376	1000.0	1000.0	235999	480.15323	130.32423	636.78534	-62.99803	480.15857	130.3072	635.8077	-86.92608	4.2396216	4.2377977	65.85036	-12.830956	-479.90903	55.56805	10730.246058702469
60	8346.102	161.49907	8708.13	8162.0234	7632.359	97.30017	7769.161	7497.6567	7632.359	97.30017	7769.161	7497.6567	8346.102	161.49907	8708.13	8162.0234	1000.0	1000.0	239999	484.73605	129.91301	640.73785	-38.04264	484.74026	129.89804	643.43146	-61.217148	4.395937	4.28998	51.47835	-14.686193	-484.51382	56.03489	11014.773359775543
61	7698.888	63.256027	7805.2427	7607.2803	7426.3125	235.66615	7743.9277	7110.7666	7426.3125	235.66615	7743.9277	7110.7666	7698.888	63.256027	7805.2427	7607.2803	1000.0	1000.0	243999	489.12085	130.24265	648.37604	-45.052044	489.1252	130.2257	647.35944	-72.39566	4.412105	4.252616	46.005	-12.136066	-488.89026	54.306553	11282.572078704834
62	8357.761	140.6828	8584.76	8091.1997	7657.752	201.11038	7971.8013	7473.579	7657.752	201.11038	7971.8013	7473.579	8357.761	140.6828	8584.76	8091.1997	1000.0	1000.0	247999	493.32324	131.02177	662.5889	-40.383106	493.32697	131.00865	660.4285	-59.695065	4.448615	4.215193	51.237156	-15.469461	-493.07867	53.12439	11469.06977891922
63	8793.842	97.23253	8925.638	8629.519	7841.9756	44.966606	7872.8364	7764.5635	7841.9756	44.966606	7872.8364	7764.5635	8793.842	97.23253	8925.638	8629.519	1000.0	1000.0	251999	497.95795	131.15273	667.7995	-42.28755	497.96136	131.13898	668.05536	-42.869026	4.56576	4.2741313	44.460365	-12.104385	-497.7105	58.13729	11651.058916807175
64	8697.15	142.70447	8990.518	8506.145	7581.579	270.40012	8005.1084	7278.5845	7581.579	270.40012	8005.1084	7278.5845	8697.15	142.70447	8990.518	8506.145	1000.0	1000.0	255999	502.49496	131.84918	669.1351	-30.662298	502.49823	131.83829	670.3763	-50.61016	4.5635986	4.2848773	46.694374	-13.236996	-502.2839	54.526554	11832.359778165817
65	8828.412	145.51656	9094.759	8581.3955	8017.699	186.09256	8296.526	7806.2207	8017.699	186.09256	8296.526	7806.2207	8828.412	145.51656	9094.759	8581.3955	1000.0	1000.0	259999	506.95575	132.11127	676.4449	-32.294453	506.95935	132.09772	674.3474	-52.408146	4.664537	4.2807074	59.47771	-14.086451	-506.774	54.466244	12090.984007120132
66	8430.994	149.10721	8667.841	8152.4116	7801.243	128.04999	7962.8115	7620.2007	7801.243	128.04999	7962.8115	7620.2007	8430.994	149.10721	8667.841	8152.4116	1000.0	1000.0	263999	511.22388	133.42412	687.26324	-37.02356	511.2268	133.41324	689.8497	-46.68231	4.7234054	4.3111734	50.25499	-12.063578	-511.00595	56.683453	12409.9545981884
67	8390.749	1974.4358	9302.534	2478.925	8037.972	194.66513	8305.424	7757.024	8037.972	194.66513	8305.424	7757.024	8390.749	1974.4358	9302.534	2478.925	1000.0	1000.0	267999	516.14825	133.63861	697.7584	-40.042515	516.1522	133.6251	700.5498	-43.514343	4.834146	4.324036	49.50775	-11.856617	-515.9372	58.32303	12743.101194620132
68	8794.286	1140.9164	9294.325	5388.78	8075.6064	156.17242	8227.138	7828.6626	8075.6064	156.17242	8227.138	7828.6626	8794.286	1140.9164	9294.325	5388.78	1000.0	1000.0	271999	521.16266	134.28555	700.6782	-35.935238	521.16473	134.27695	699.103	-86.52735	4.901854	4.3517995	59.321594	-12.203191	-520.9605	57.19796	13080.100978374481
69	6235.0073	2755.1594	8676.188	1414.1517	8313.531	64.820404	8421.417	8249.245	8313.531	64.820404	8421.417	8249.245	6235.0073	2755.1594	8676.188	1414.1517	1000.0	1000.0	275999	526.3945	134.55444	712.0696	-42.948696	526.39685	134.5458	708.8609	-55.715683	4.969135	4.3991213	45.264286	-11.609299	-526.1845	60.38174	13371.349311351776
70	9122.768	132.99922	9296.571	8876.663	8131.367	364.72137	8547.984	7709.003	8131.367	364.72137	8547.984	7709.003	9122.768	132.99922	9296.571	8876.663	1000.0	1000.0	279999	531.6706	135.1119	717.4519	-34.609787	531.6737	135.10292	716.46545	-58.889748	5.0874367	4.365287	59.589985	-13.425589	-531.48456	62.98782	13676.855056524277
71	8651.023	221.01944	8991.953	8268.841	8184.293	454.45074	8564.148	7440.906	8184.293	454.45074	8564.148	7440.906	8651.023	221.01944	8991.953	8268.841	1000.0	1000.0	283999	535.9772	137.09045	724.21027	-59.011024	535.9797	137.08601	725.74384	-71.01946	5.1308637	4.414085	55.3196	-12.85644	-535.7565	65.389854	13868.924494743347
72	8512.516	93.83946	8642.416	8379.766	8434.242	55.170338	8475.962	8339.285	8434.242	55.170338	8475.962	8339.285	8512.516	93.83946	8642.416	8379.766	1000.0	1000.0	287999	540.84045	137.39471	721.7543	-63.471947	540.8434	137.38837	724.9598	-57.898186	5.149093	4.427152	71.806465	-12.078756	-540.6062	64.00918	14053.81430387497
