Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-86.08546	142.63754	32.113255	-416.7363	398.45746	55.498993	454.91153	277.16986	221.05556	1000.0	3999	5.201042	3.9296403	34.930805	-8.654904	5.2007713	3.9260166	35.185562	-7.6681776	-4.309677	1.671022	8.133713	-13.602727	-6.38807	0.927799	48.64031147956848
2	-56.198406	86.74701	30.687206	-353.65042	135.28679	179.94226	472.28915	-68.94965	188.80952	650.3	7999	21.028805	8.359789	70.29115	-7.143789	21.028738	8.359331	67.2171	-6.57066	-1.8158967	2.764311	19.063751	-14.900297	-22.76371	4.302892	107.79314303398132
3	-89.20247	156.24109	10.993262	-564.2399	370.23068	243.592	723.7669	-0.59644806	180.25	737.1	11999	42.73126	9.114149	90.37209	-13.822187	42.73131	9.113884	90.3497	-20.36745	-0.66148853	3.2198963	26.221977	-17.251005	-44.564983	9.8345785	168.5056083202362
4	-88.71715	128.36086	4.6005116	-434.74368	724.66003	22.594208	753.9797	681.7318	285.85715	1000.0	15999	48.368996	7.367192	91.491196	-45.210663	48.369724	7.3611326	90.380974	-63.48334	-2.0618892	2.5464485	24.683485	-14.25452	-49.32319	10.396202	231.3928849697113
5	-23.046934	99.360695	77.69448	-238.02986	678.45734	118.092	842.5395	510.30157	367.81818	1000.0	19999	45.12303	7.610992	86.49466	-32.4328	45.123505	7.602593	85.8146	-30.037598	-2.4671526	2.324347	24.326866	-14.898029	-45.888084	8.282336	294.04617524147034
6	-13.839176	77.52335	97.70228	-143.67377	596.3405	213.74329	765.4046	147.6409	475.66666	817.0	23999	42.15205	8.160891	86.277596	-30.631254	42.15193	8.155194	86.63618	-26.787891	-2.70668	2.2027085	26.94348	-16.825476	-42.853603	7.0849924	355.108598947525
7	35.057083	71.159645	148.25227	-72.51938	793.9044	121.74682	944.634	635.98444	377.77777	1000.0	27999	40.565754	7.9619327	85.57429	-26.0222	40.56619	7.9585733	86.62172	-28.415392	-2.9251516	2.084558	20.476528	-14.095649	-41.197582	7.1157627	417.631010055542
8	61.442657	73.46001	208.00653	-11.536268	851.20575	93.68431	958.453	607.9137	636.8333	1000.0	31999	39.07793	7.245977	77.752594	-36.37223	39.078045	7.235014	80.16567	-25.24365	-2.998655	2.0121605	24.847427	-14.955322	-39.687912	6.109341	480.18743777275085
9	52.801796	40.758247	159.84215	6.4772706	778.0558	105.502335	907.1077	580.2577	314.4	1000.0	35999	38.80116	6.872959	73.9977	-35.789562	38.80161	6.8619256	75.072754	-24.487467	-3.0469863	1.9772091	19.567116	-16.355438	-39.40308	6.1054053	542.6038081645966
10	105.868	42.501255	160.5055	42.972763	715.3541	274.11255	987.38745	183.34491	661.4	782.0	39999	39.197598	6.432309	73.63116	-45.048977	39.197983	6.4280343	74.235664	-37.261826	-3.031059	1.9648095	23.561962	-15.235476	-39.813282	5.794177	603.4205408096313
