Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-424.86102	39.30804	-357.7864	-494.61215	-335.92084	31.077497	-301.43216	-386.01328	-331.84875	12.161819	-318.26974	-361.6893	-354.97754	105.807846	-196.34213	-478.5041	-2714.4272	121.47367	-2610.8237	-2920.664	-3008.1296	177.85933	-2702.094	-3293.9187	1000.0	1000.0	3999	-19.301794	16.379309	6.296506	-77.59832	-19.231276	16.371136	4.934817	-78.46353	-3.740048	4.793548	16.836926	-16.347126	-13.780034	16.946638	138.47184491157532
2	-130.36505	48.122215	-18.264925	-191.01276	-311.30756	49.91689	-259.05264	-386.71072	-208.54985	20.936665	-166.09952	-237.40414	-276.61398	27.434303	-254.92221	-323.5811	-2611.9307	144.09615	-2450.1025	-2826.4465	-1883.7703	179.7429	-1493.7588	-2092.0198	1000.0	1000.0	7999	-21.797197	19.101612	11.4525795	-80.30818	-21.80278	19.098831	10.013549	-83.804504	-0.11015019	3.8509624	19.67068	-16.80214	-14.410249	23.49707	312.5760350227356
3	542.16315	33.46685	595.0577	457.89908	-137.75555	180.11954	81.209656	-352.01062	-191.53458	20.538048	-142.94925	-225.82283	-252.35912	89.27496	-160.74869	-385.42993	-2046.7029	709.0753	-1295.134	-2798.8345	-431.10043	33.432076	-385.26163	-480.35178	1000.0	1000.0	11999	-25.89304	22.316118	12.617691	-99.54098	-25.909836	22.313053	11.807735	-101.198555	-1.394054	3.4515085	13.78672	-18.926682	-19.17215	25.64613	491.64436864852905
4	615.58746	35.682636	717.72644	593.8296	314.30762	108.050934	477.40112	190.61023	-86.03407	18.054697	-70.51498	-123.314896	-165.16293	38.4973	-100.37572	-200.65338	-673.6318	236.46231	-438.01132	-989.5726	-174.01639	36.644547	-141.46002	-246.62979	1000.0	1000.0	15999	-47.125484	36.70484	6.5210767	-114.02073	-47.14514	36.700123	7.2893643	-110.796745	-1.4957247	3.1370904	12.171076	-14.955588	-39.20917	26.853106	672.227153301239
5	644.07086	10.664103	655.06506	623.15375	482.23605	84.780914	612.8857	389.1879	-122.23006	9.423272	-108.08605	-141.83913	-95.57304	29.13303	-67.02252	-144.25676	-351.86975	49.344906	-270.65253	-403.4252	-247.66191	20.35307	-221.21391	-283.67825	1000.0	1000.0	19999	-65.90295	49.464176	-3.351315	-117.49211	-65.91585	49.467793	-3.1728861	-115.17541	-0.3156342	3.0707986	10.493962	-17.226223	-56.2138	21.643217	854.416974067688
6	689.9233	16.678434	722.7309	674.15216	613.21436	78.489456	690.749	504.64957	-56.759453	15.806637	-31.799013	-74.7216	-82.00444	17.96712	-64.24718	-104.82004	-274.97476	61.07203	-214.05795	-374.66757	-113.6719	31.5578	-63.598026	-149.4432	1000.0	1000.0	23999	-76.695015	56.98739	-8.69795	-118.11988	-76.70057	56.989574	-7.896985	-117.952736	0.20687908	3.0293796	9.975343	-17.021656	-66.095764	16.99116	1096.3388562202454
7	628.2316	10.384498	652.46	614.3546	672.70935	79.12776	751.56323	544.7419	-47.40919	4.067754	-37.92229	-53.32827	-66.841354	21.64861	-29.512213	-82.26671	-237.64005	15.910142	-221.69612	-259.36874	-95.55016	8.573218	-75.84458	-106.65654	1000.0	1000.0	27999	-82.11562	60.878254	-10.226901	-124.2044	-82.11706	60.877636	-7.5112014	-123.71505	0.26557338	2.9835198	11.933536	-15.718023	-71.20276	14.309939	1350.4766728878021
8	615.9166	14.288044	648.7969	597.8667	647.87054	69.99693	758.62213	568.4691	-52.719215	4.93926	-42.62726	-58.580322	-47.99493	29.9494	-15.499531	-88.980736	-187.86746	76.56177	-108.912	-272.59064	-107.04525	10.991911	-85.25452	-122.23569	1000.0	1000.0	31999	-88.11178	65.15192	-12.528972	-126.83141	-88.11362	65.15042	-9.085096	-128.77939	0.17697711	2.9368682	14.63391	-15.907959	-76.75909	12.627961	1649.7300670146942
9	657.3002	60.12114	837.2887	633.4478	557.89966	26.073277	580.1896	514.5133	-24.393341	4.305595	-17.465025	-33.021416	-40.05409	23.18226	-9.671838	-73.43451	-180.77765	50.594696	-117.31251	-243.55064	-48.96293	8.752509	-34.93005	-66.52578	1000.0	1000.0	35999	-93.10152	68.84211	-13.39518	-128.3414	-93.10308	68.83991	-9.285737	-130.67987	0.016660582	2.906702	13.595737	-15.483152	-81.3289	10.841652	1846.119422197342
10	721.4127	60.02358	862.4206	664.01575	564.71063	52.49096	654.14844	523.7651	-61.999634	40.55689	-8.925317	-150.81828	-7.545032	12.708949	6.6485176	-24.495626	-98.95794	31.209038	-65.276596	-149.07822	-128.8984	75.85082	-36.58721	-301.79593	1000.0	1000.0	39999	-95.7509	70.7591	-11.894444	-131.48473	-95.75256	70.756035	-8.963224	-134.20334	-0.0983728	2.8903205	13.871849	-14.396628	-83.778984	9.906654	2026.5386230945587
11	738.1166	67.54385	890.5862	677.33984	489.62366	26.275145	533.6792	465.3994	-62.91288	46.124577	-11.565863	-164.52916	22.350578	8.9548025	33.47494	12.496028	-44.226994	28.635921	-2.2511864	-80.22081	-128.12003	90.48385	-37.75388	-329.46558	1000.0	1000.0	43999	-96.44672	71.28228	-10.841068	-130.6726	-96.44736	71.27805	-7.3190036	-133.80083	-0.22021452	2.8891466	12.509047	-18.242092	-84.46441	8.89859	2207.722473859787
12	727.5565	9.094757	738.5571	710.1557	487.67508	26.493084	526.35297	456.17212	-44.186077	14.3072815	-18.844551	-66.72352	13.44384	15.430465	24.972754	-13.056346	-37.558933	28.220093	-11.919859	-85.259056	-88.372154	28.614563	-37.689102	-133.44704	1000.0	1000.0	47999	-95.02723	70.28789	-9.459871	-130.87561	-95.02624	70.28288	-7.022972	-135.83261	-0.36540782	2.8870375	13.537286	-15.3395605	-83.22611	7.9350095	2403.939131259918
13	657.5833	10.2715025	679.86646	642.2377	463.2658	35.887215	510.81302	411.7178	-64.11247	21.532614	-18.99256	-98.11174	54.708973	26.317902	94.384125	25.704107	30.886032	52.88844	110.220535	-36.267105	-128.43622	43.11087	-37.98512	-196.22348	1000.0	1000.0	51999	-91.79522	68.10397	-8.172305	-128.67075	-91.7915	68.09774	-6.1404495	-133.48062	-0.50781184	2.8957334	13.473671	-15.599163	-80.382065	7.236793	2618.0360255241394
14	634.70667	3.6849945	639.76465	626.4211	442.38782	7.3171577	451.49258	432.35785	-51.95287	10.941194	-30.316383	-69.634514	50.59148	32.63455	93.020294	16.855436	26.965813	68.100006	117.670425	-40.44284	-104.09151	21.965424	-60.632767	-139.26903	1000.0	1000.0	55999	-87.04062	64.9457	-5.899937	-126.52802	-87.03502	64.93958	-6.1899834	-130.78928	-0.58350754	2.9190524	12.907283	-15.486769	-76.14337	6.664947	2830.2589581012726
15	680.31134	16.937057	696.9337	657.66266	423.10938	14.604533	438.21057	401.35992	-50.841587	11.097806	-31.958405	-68.504295	36.005383	53.59207	87.16558	-52.085358	0.49169612	88.96597	104.97202	-141.03262	-101.810715	22.222805	-63.91681	-137.00859	1000.0	1000.0	59999	-81.58122	61.44183	-3.14114	-125.77147	-81.574	61.43535	-6.121932	-128.45534	-0.6278513	2.9195504	12.1101055	-16.409998	-71.33272	6.2442517	3093.3718616962433
16	623.76624	92.746376	704.53876	448.01535	410.98996	11.450311	430.72992	402.6371	-51.695946	36.553547	-5.4621153	-101.582954	41.581535	13.620607	54.2669	18.8373	3.1888864	18.346062	19.479753	-27.758915	-103.553665	73.170555	-10.924231	-203.16591	1000.0	1000.0	63999	-75.71503	57.852383	-0.8123671	-123.37815	-75.70542	57.845825	-3.3232007	-127.00396	-0.68872243	2.9251301	12.790208	-15.153225	-66.14592	5.8893785	3378.7937574386597
17	599.143	5.447345	607.8763	589.50836	401.39682	24.775433	435.46838	371.80093	-66.826645	2.314616	-62.68315	-71.073135	49.801117	16.692791	66.08041	24.841652	3.8299112	25.468166	33.011036	-34.40894	-133.67926	4.6772842	-125.3663	-142.40598	1000.0	1000.0	67999	-69.51158	54.32587	1.3874502	-120.79271	-69.49937	54.31937	-1.7671891	-124.10806	-0.8165641	2.9371293	11.924479	-16.622591	-60.649944	5.5898876	3658.0616896152496
18	572.0038	4.503757	578.3987	566.9276	418.2375	19.893166	445.52197	392.2642	-39.624435	5.018547	-29.4436	-45.54604	83.88738	25.032042	121.16474	51.37234	91.70333	27.347416	127.069885	50.219395	-79.2737	9.98688	-59.135464	-91.09208	1000.0	1000.0	71999	-63.194874	50.99582	4.232025	-115.677895	-63.179966	50.990646	0.17973562	-118.84826	-0.9761586	2.9600456	12.751453	-15.576459	-55.051235	5.2728906	3932.3678798675537
19	646.5154	3.4153054	652.3406	640.83374	391.244	17.666143	412.7764	369.01675	-37.870636	6.0020742	-22.276659	-43.780323	124.35661	16.85926	151.82558	105.93431	141.9175	28.772648	186.09027	110.809975	-75.74127	12.0041485	-44.553318	-87.560646	1000.0	1000.0	75999	-56.570385	47.62673	7.108352	-114.66719	-56.550957	47.622837	4.0728726	-117.67902	-1.1252625	2.9760303	12.606888	-16.452364	-49.1895	4.9670944	4210.719088077545
20	638.6088	4.3844514	645.7403	630.9603	382.85397	15.835054	407.27353	363.12778	-25.305313	4.2230053	-21.044933	-34.30858	156.35425	18.3231	173.4626	127.73858	193.10678	20.753542	218.7268	163.03363	-50.65917	8.452826	-42.089867	-68.61716	1000.0	1000.0	79999	-49.745384	44.28704	9.051154	-111.39651	-49.722336	44.284836	7.6274195	-113.5495	-1.2061684	2.9940434	12.776855	-16.614548	-43.12702	4.72462	4466.527392625809
21	712.62866	5.5961704	720.6787	704.0528	366.36874	38.828125	410.31726	303.86276	-0.27954563	2.5687895	6.0835013	-3.0492074	160.46112	50.86419	219.46587	80.2484	160.77948	161.13647	319.4794	-107.964294	-0.63650274	5.165796	12.167003	-6.098415	1000.0	1000.0	83999	-42.68786	40.969463	11.590609	-110.395454	-42.664566	40.96853	12.585429	-112.578125	-1.2577848	3.0031545	11.190361	-15.388287	-36.85751	4.478636	4706.025209903717
22	661.9383	6.0608015	674.9099	652.00385	403.1645	24.252148	439.8826	380.435	23.910358	2.7427733	28.72008	20.7661	211.32184	8.050651	221.03265	198.68666	316.71854	23.167805	336.2602	279.3632	47.820717	5.4855466	57.44016	41.5322	1000.0	1000.0	87999	-35.73086	37.912556	15.202122	-108.34524	-35.723804	37.911823	15.242344	-107.98032	-1.3412062	3.018428	15.067335	-15.389866	-30.708527	4.288414	4889.538093090057
