Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-277.65997	126.32195	-74.45846	-407.32703	-335.73856	72.01183	-276.41748	-455.17334	-289.66962	117.722694	-132.45306	-463.07513	-250.0013	35.182457	-201.9096	-300.76266	-2700.538	336.4734	-2455.332	-3279.519	-2003.3767	453.87735	-1258.1443	-2481.9163	1000.0	1000.0	3999	-18.592	16.149107	8.936394	-71.69727	-18.631018	16.186737	9.998438	-73.13593	-4.0766215	4.843292	18.727692	-14.186415	-23.983833	14.565718	152.55506825447083
2	-242.48477	53.405323	-131.97882	-353.71417	-325.13306	31.962969	-292.92972	-378.20538	-238.91353	12.032445	-220.79095	-265.6915	-300.865	48.262463	-232.23894	-366.03598	-2658.4707	114.43719	-2474.785	-2773.142	-2201.2458	291.66092	-1776.705	-2753.0132	1000.0	1000.0	7999	-22.42484	20.426657	14.178178	-95.45125	-22.424627	20.460667	12.326578	-95.978264	0.42458004	4.1480064	23.610022	-15.364073	-26.576895	24.186438	346.1904363632202
3	444.24628	59.005527	581.29974	360.15543	-173.53552	134.8254	41.568623	-297.92688	-203.14703	33.01413	-148.19695	-253.84712	-264.85944	44.22637	-220.63487	-317.37848	-2153.885	474.10516	-1373.4513	-2586.2969	-541.6444	81.24845	-403.69598	-684.66345	1000.0	1000.0	11999	-24.96758	22.229591	13.276003	-125.6961	-24.960726	22.252035	12.443129	-125.65305	-1.2133311	3.6175647	21.738626	-15.311121	-33.03944	24.344296	543.3586275577545
4	187.67094	50.005203	280.44275	108.78858	247.91254	86.12871	383.55054	148.43933	-235.71106	11.292126	-215.42368	-255.16907	-193.7567	35.030323	-146.67108	-244.75748	-874.4707	253.82492	-446.86774	-1112.7375	-662.6582	76.985214	-552.55865	-816.1233	1000.0	1000.0	15999	-56.833424	43.70313	4.4992547	-167.55144	-56.827255	43.707703	4.8402243	-164.68944	-1.5162516	3.1374674	14.09684	-15.89884	-85.891205	29.659163	746.102313041687
5	516.0347	26.136786	552.6594	464.29465	325.63312	130.5521	460.47742	114.23958	-225.04158	4.5244327	-217.28163	-232.14108	-165.99596	40.06283	-135.26219	-234.33562	-806.45667	214.27368	-609.90564	-1168.3887	-451.15424	9.415989	-436.04904	-465.78485	1000.0	1000.0	19999	-80.41373	59.74874	-7.845037	-177.72269	-80.41085	59.746937	-7.969552	-175.69904	-0.7133422	2.9390786	13.629629	-15.166101	-123.54275	26.946404	950.2592308521271
6	776.80975	24.42108	828.4923	748.79266	439.33917	35.258003	482.83426	398.6399	-75.435074	10.031338	-57.710297	-92.02567	-160.31061	30.258652	-122.80164	-207.32309	-527.5876	48.48286	-465.97714	-582.9006	-154.76692	22.52139	-116.02499	-189.64122	1000.0	1000.0	23999	-93.20214	68.400894	-13.619234	-183.25063	-93.20026	68.396324	-12.684398	-184.73442	-0.29000258	2.9400506	17.783615	-15.200411	-144.17009	22.95462	1151.8332479000092
7	711.4719	7.0303097	727.67816	700.595	555.13367	28.092035	582.066	509.18878	14.546496	18.146921	48.900757	-15.225723	-127.17814	38.850773	-83.18029	-181.01036	-383.89838	113.492325	-224.14616	-542.86206	27.327887	36.494602	93.401955	-37.022987	1000.0	1000.0	27999	-102.39057	74.653336	-17.429829	-187.64719	-102.39085	74.65093	-16.394358	-186.57057	-0.096931525	2.9825284	19.4177	-14.8934965	-159.18228	20.345234	1357.4337458610535
8	626.9678	12.664525	646.8547	598.2097	514.2288	56.79599	606.8834	466.19623	-45.642998	19.062393	-2.4308167	-74.78624	-141.28735	40.07926	-78.68444	-185.65343	-389.60687	111.29066	-204.70499	-484.07544	-91.39753	37.9731	-5.5833077	-149.57248	1000.0	1000.0	31999	-109.68559	79.85367	-18.563261	-188.19412	-109.68798	79.85166	-18.120699	-185.91124	0.0019261462	2.996114	18.935863	-16.791748	-171.01697	17.522804	1560.0136189460754
9	648.3495	17.866072	677.8142	610.1562	551.7572	47.03619	585.521	470.60806	-116.56178	16.683222	-81.73012	-138.16527	-87.84148	16.475002	-70.31864	-107.82283	-311.21213	74.367165	-189.36562	-380.09756	-233.56697	33.618355	-164.14412	-279.40973	1000.0	1000.0	35999	-113.56651	82.812515	-19.927576	-187.6098	-113.56871	82.811455	-17.911438	-185.8438	-0.014691778	2.9772038	17.770504	-14.813282	-177.49385	15.266121	1762.0132501125336
10	731.73785	21.50651	746.84894	671.3936	548.6285	38.781948	583.01324	482.76422	-148.64804	12.949376	-129.74379	-169.39774	-113.028076	32.927692	-72.03531	-156.4436	-367.7343	94.37302	-206.80637	-444.70685	-298.03662	25.900686	-261.11493	-338.79547	1000.0	1000.0	39999	-116.81063	85.21623	-21.250433	-190.2814	-116.81325	85.21517	-18.302008	-190.08366	-0.08194327	2.9425004	15.750338	-15.649509	-182.88226	14.05175	1973.5648312568665
11	730.31946	27.309866	765.3187	690.6356	532.56104	41.12875	588.0033	491.19385	-135.36826	48.13884	-76.472336	-217.98787	-122.69617	23.586346	-89.11124	-152.73439	-418.2623	84.932755	-274.3644	-485.79733	-273.27374	95.25315	-155.83403	-435.97574	1000.0	1000.0	43999	-120.81608	88.18487	-21.633995	-192.01367	-120.81916	88.18424	-19.122715	-191.23744	-0.14690988	2.9250226	17.272085	-16.806314	-189.41609	13.175887	2188.9367077350616
12	760.47327	34.841732	805.3583	693.60114	612.1327	43.745926	662.38055	549.4301	-163.45706	19.607296	-117.58013	-182.52045	-84.31528	38.013348	-36.934372	-126.94685	-282.83942	89.69196	-163.74335	-399.58188	-327.56177	39.454865	-235.16026	-365.0409	1000.0	1000.0	47999	-122.27908	89.30726	-21.898046	-193.19742	-122.28177	89.30615	-20.889193	-192.7964	-0.28919527	2.8979821	17.442467	-15.4302	-191.86353	12.344307	2401.3727157115936
