Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-64.70393	65.93595	-6.68677	-236.71025	-212.11073	25.013992	-177.91736	-243.50262	-212.11073	25.013992	-177.91736	-243.50262	-64.70393	65.93595	-6.68677	-236.71025	1000.0	1000.0	3999	3.7025726	2.457383	18.095385	-0.5657133	3.7021158	2.4591794	17.502708	-1.8522755	-3.6794953	1.0204147	6.1119843	-11.318898	-3.7053902	0.5455784	112.37253046035767
2	-120.825485	60.38507	-43.55513	-264.54605	-328.69547	42.16469	-268.90396	-370.1826	-328.69547	42.16469	-268.90396	-370.1826	-120.825485	60.38507	-43.55513	-264.54605	1000.0	1000.0	7999	12.97031	4.964458	35.647778	0.3070343	12.970563	4.9629426	36.27614	-0.061160803	-2.1239982	2.30184	14.137127	-13.252355	-13.704918	1.5915442	251.11759209632874
3	-322.8667	99.58967	-146.92035	-554.30176	-167.54004	111.738914	-55.177765	-334.15982	-167.54004	111.738914	-55.177765	-334.15982	-322.8667	99.58967	-146.92035	-554.30176	1000.0	1000.0	11999	26.669273	8.165797	54.787697	9.660617	26.669737	8.163878	54.914043	8.968979	-0.7670039	2.8359904	14.12859	-13.365566	-27.803644	2.6671138	392.8893852233887
4	1008.8045	44.225403	1071.7473	918.706	233.26213	187.87982	415.9837	-52.78008	233.26213	187.87982	415.9837	-52.78008	1008.8045	44.225403	1071.7473	918.706	1000.0	1000.0	15999	34.2279	9.929383	66.88474	14.456996	34.2283	9.927752	65.06903	13.855959	-2.4146051	1.9583325	11.729374	-13.048489	-34.8695	2.7738428	536.2823598384857
5	1390.1571	38.629818	1462.5834	1322.9481	559.40967	257.49924	925.72314	201.31088	559.40967	257.49924	925.72314	201.31088	1390.1571	38.629818	1462.5834	1322.9481	1000.0	1000.0	19999	38.438553	10.068993	73.061455	17.514565	38.43887	10.068577	71.424965	17.389835	-2.464058	1.8034612	10.876314	-12.659991	-38.989384	2.6768801	679.7295596599579
6	2069.895	59.613037	2159.2153	1946.621	1217.005	137.64246	1403.2775	1057.2689	1217.005	137.64246	1403.2775	1057.2689	2069.895	59.613037	2159.2153	1946.621	1000.0	1000.0	23999	44.716286	12.468912	84.866196	20.284853	44.716915	12.467526	84.069374	20.62105	-1.8512108	2.1135945	12.365884	-13.797808	-45.269108	3.579901	875.4150307178497
7	2761.5903	363.9341	3176.3389	1741.8147	1737.6271	201.75955	2038.0343	1474.7015	1737.6271	201.75955	2038.0343	1474.7015	2761.5903	363.9341	3176.3389	1741.8147	1000.0	1000.0	27999	54.32685	16.403458	105.491196	23.135578	54.327206	16.401094	107.866516	22.765732	-1.2757365	2.354077	13.283915	-14.44103	-54.885952	4.7472343	1076.685748577118
8	3164.0808	114.051544	3377.1504	2999.2595	2363.291	173.05042	2656.9006	2216.4255	2363.291	173.05042	2656.9006	2216.4255	3164.0808	114.051544	3377.1504	2999.2595	1000.0	1000.0	31999	67.703835	22.206625	135.9937	24.003832	67.70422	22.204472	136.80737	24.144873	-0.63524085	2.581341	14.8762245	-14.375745	-68.292206	6.2448854	1278.8432109355927
9	2834.882	458.3986	3120.7327	1476.3442	2006.0989	910.05505	2634.2131	435.90298	2006.0989	910.05505	2634.2131	435.90298	2834.882	458.3986	3120.7327	1476.3442	1000.0	1000.0	35999	81.854324	28.90961	157.39062	25.777046	81.85519	28.907377	160.20721	24.858877	-0.19531445	2.778235	17.406027	-14.95031	-82.47369	7.8200274	1440.0031526088715
10	3476.5566	41.377186	3571.679	3423.3875	2452.036	710.871	2973.599	1230.0889	2452.036	710.871	2973.599	1230.0889	3476.5566	41.377186	3571.679	3423.3875	1000.0	1000.0	39999	98.30104	35.514442	185.68399	26.78378	98.30174	35.51232	186.18097	21.724787	0.21099727	2.9266257	16.572927	-14.665084	-98.911255	9.681597	1601.222222328186
