Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	419.76895	453.49	827.83997	-709.2693	-337.13828	48.470604	-283.66095	-407.23566	251.53342	362.81165	1151.692	-100.01212	-252.54385	73.710335	-198.19943	-378.85727	-2719.0117	187.76021	-2525.6833	-2937.5098	-584.6903	1893.694	1526.746	-5313.8306	1000.0	1000.0	3999	-169.6558	244.65408	254.264	-333.32938	-169.64893	244.69936	350.79517	-397.4153	4.0204906	10.887997	164.06107	-14.522416	-39.86801	130.83951	126.47854852676392
2	35.251976	842.5573	533.277	-2471.926	-281.3798	29.026255	-237.0908	-317.8495	-109.4858	251.07495	508.84384	-503.1682	-266.66412	98.74261	-153.05548	-405.75534	-2540.8823	218.47023	-2321.187	-2872.5098	-1662.9672	3931.847	834.18823	-13364.166	1000.0	1000.0	7999	-231.48405	255.69476	345.14294	-312.97147	-231.44357	255.70175	350.1649	-303.1038	4.4391313	12.579596	163.06894	-18.110186	-55.516243	100.19989	289.4485640525818
3	261.53693	268.66617	489.12653	-460.53506	-325.76877	78.22059	-246.87013	-448.33218	115.822655	216.56462	478.93765	-168.16808	-151.29617	116.11084	24.292343	-276.04736	-2467.538	336.6378	-1912.2384	-2816.0142	-859.45984	906.2712	140.99664	-3201.7402	1000.0	1000.0	11999	-250.45789	281.09195	407.46127	-305.88406	-250.42018	281.07593	488.58975	-305.18933	3.4859512	12.774966	190.98009	-16.242895	-60.64315	103.86454	447.99057507514954
4	366.62173	297.96338	763.3339	-381.57867	-304.93243	198.4536	-118.23896	-632.7573	312.23715	367.61218	1113.6852	-353.01456	7.458107	221.3282	179.47409	-368.0773	-2160.7588	969.0192	-1327.4114	-3782.3108	-225.99707	1046.537	991.6256	-3064.406	1000.0	1000.0	15999	-292.269	278.9889	334.76053	-306.80453	-292.2719	278.948	340.38345	-301.7364	0.43045303	9.107082	175.25658	-17.225605	-71.224045	85.62287	610.2293694019318
5	768.901	356.73404	1262.8525	367.49603	-119.63542	69.95748	-11.633724	-203.63069	333.65588	329.19525	786.72736	-18.797625	140.8936	83.17807	207.4501	-1.0871842	-1470.7211	290.45642	-1158.5156	-1869.6508	552.21436	613.90546	1454.1921	-148.22873	1000.0	1000.0	19999	-323.79242	274.15088	304.2422	-304.76596	-323.8184	274.12442	305.73724	-302.7669	0.18094467	8.028703	127.11528	-14.273292	-79.10964	84.48511	770.5536534786224
6	1119.8418	277.61813	1280.1182	298.72403	53.49588	120.350784	190.67157	-139.01376	5.6219306	48.435764	57.38159	-84.81526	2.2997475	106.78655	116.95361	-170.43127	-1378.6482	124.59067	-1229.9946	-1524.5879	-20.76209	104.60659	99.6713	-222.89189	1000.0	1000.0	23999	-335.5588	269.8149	243.48956	-308.22726	-335.59677	269.80112	250.4406	-307.4014	-0.47259894	7.14517	140.97128	-16.59822	-81.766106	83.57356	940.2749462127686
7	819.0851	31.71309	868.709	762.42755	209.5514	222.14854	408.87653	-150.5087	3.0932083	11.862287	24.7572	-17.685904	75.66722	82.44903	141.59512	-65.15832	-895.7109	367.52393	-500.71506	-1488.3038	-2.916165	27.306576	38.47861	-48.569523	1000.0	1000.0	27999	-332.98462	261.9436	133.25937	-320.93484	-333.0251	261.9327	154.93752	-322.5689	-0.41140088	6.757802	124.366646	-16.443945	-81.0034	76.328186	1107.7245275974274
8	1070.5112	29.52899	1117.7559	1033.3962	125.52163	206.96034	398.8963	-82.548805	585.1511	62.01552	677.8065	496.99594	151.9838	91.61155	252.30685	40.944256	-788.9759	290.23856	-483.32343	-1167.2048	1143.2577	113.60025	1311.2156	968.7078	1000.0	1000.0	31999	-335.1466	256.52258	40.778442	-331.56863	-335.1763	256.52792	38.73974	-334.58066	-0.51741666	6.6642613	125.92709	-15.486696	-81.37033	61.129124	1272.951343536377
9	1019.19904	35.41299	1061.5532	943.87695	209.42436	159.3076	410.89474	-1.1693627	726.6315	69.02038	813.8057	624.90594	230.18756	107.58673	327.959	63.33137	-574.4764	344.8637	-258.10016	-1111.809	1382.073	149.13995	1549.0775	1103.7238	1000.0	1000.0	35999	-338.1882	253.64217	28.169477	-335.5856	-338.20557	253.64372	32.089695	-339.29755	-0.4786172	6.63493	128.70088	-14.549074	-81.27256	54.02471	1431.5556626319885
10	964.0446	74.49731	1136.3416	831.55853	131.4061	276.88678	606.27124	-80.97908	1165.9966	89.15942	1298.9114	1018.45746	136.31041	164.49944	407.2175	-37.202213	-754.4541	541.76166	159.99983	-1213.5294	2126.6387	207.40471	2390.7668	1836.9414	1000.0	1000.0	39999	-334.32614	248.42456	31.265675	-365.22797	-334.34555	248.42326	54.52789	-343.60303	-0.40996027	6.658008	147.73186	-15.6604185	-79.84387	51.744007	1592.2085468769073
11	953.1795	132.37032	1051.1058	570.22284	404.61246	275.65338	723.682	-2.2191887	1360.1067	153.46678	1586.8591	986.2746	340.4926	186.04434	604.3521	92.3572	-151.41177	609.7118	714.4679	-924.6653	2404.885	420.0856	2863.6536	1265.8972	1000.0	1000.0	43999	-330.2284	243.7158	71.56525	-390.2249	-330.24216	243.71962	92.80271	-354.3758	-0.37413126	6.610891	144.01079	-15.493768	-78.6548	49.266773	1808.552137851715
12	675.8063	180.31729	836.1825	320.62195	68.96284	44.60015	133.85661	9.069607	962.59607	491.40784	1387.583	-16.213892	113.752075	95.09667	242.5056	-14.617372	-912.4571	180.17676	-632.25146	-1076.9539	1568.0452	864.12933	2412.7249	-110.86197	1000.0	1000.0	47999	-324.16727	238.32289	49.88975	-379.41022	-324.17715	238.32602	59.183292	-403.19803	-0.4410442	6.511552	143.8782	-15.089226	-76.99358	47.788063	2061.599424123764
13	861.3221	18.052261	880.3257	823.30475	382.21393	371.03235	830.5814	-21.876593	1696.6969	47.615078	1789.6351	1622.0917	500.0556	444.0591	973.19855	24.538067	122.55417	1184.7073	1479.502	-1069.9694	2861.9211	99.124245	3040.4739	2709.2292	1000.0	1000.0	51999	-321.18265	235.93542	32.790928	-379.26947	-321.19077	235.93669	31.300434	-397.21063	-0.31439188	6.35525	173.55579	-15.535569	-76.11026	47.632233	2297.7480924129486
