Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-436.2919	68.17972	-334.8318	-604.6861	-330.36926	24.44225	-301.90894	-359.62924	-436.29205	67.23295	-329.11182	-535.78235	-245.73117	70.02462	-163.07343	-342.92264	-2570.1702	60.677418	-2492.6455	-2661.95	-3249.216	386.18533	-2656.1475	-4196.229	1000.0	1000.0	3999	-15.7697735	12.998677	8.491542	-40.525642	-15.77192	12.98226	7.9099703	-42.18861	-3.2026992	4.689942	16.747229	-14.666122	-35.736546	12.86418	230.48960947990417
2	-287.22888	53.980152	-218.21709	-389.13177	-350.40265	35.16581	-301.1855	-389.42633	-560.4144	228.89815	-202.2335	-864.3836	-286.6135	60.7733	-184.8672	-345.9502	-2767.4587	87.39595	-2640.1836	-2882.3816	-2920.812	289.81314	-2474.199	-3366.6553	1000.0	1000.0	7999	-23.2883	19.026083	10.383197	-75.241264	-23.28852	19.025698	10.938359	-77.07401	0.10223001	3.8142757	20.628086	-18.97893	-54.080364	21.355782	532.5114924907684
3	516.68207	27.821514	586.0717	473.71603	-179.29889	223.35756	173.61111	-421.21252	-319.19168	32.978176	-256.5267	-360.2074	-212.68082	64.47686	-118.59428	-288.44516	-2157.7827	687.0235	-1234.3594	-3015.046	-660.33374	60.931225	-545.12756	-740.76215	1000.0	1000.0	11999	-28.839212	23.764027	9.475416	-105.01976	-28.835224	23.768738	10.884237	-102.26792	-0.60922855	3.3640428	14.365281	-15.994825	-72.73183	25.720667	862.2734775543213
4	360.17816	27.448883	396.47067	315.10602	320.6115	111.9869	483.8772	171.2114	-185.50105	23.649572	-140.5934	-213.55986	-149.77356	123.97659	28.938972	-318.726	-708.1449	170.18776	-489.37955	-894.6776	-374.60217	46.68826	-284.22266	-434.8255	1000.0	1000.0	15999	-55.00071	42.270187	5.451765	-126.453	-55.001755	42.28653	4.889476	-126.04068	-0.4412414	3.0784216	13.672975	-16.220993	-154.45686	26.72493	1242.2355303764343
5	430.35938	57.02414	491.59628	292.2402	321.44812	27.848986	361.77887	286.55814	-135.90248	7.353966	-126.029594	-149.27367	-87.06664	63.776104	-33.645008	-194.97012	-344.49005	152.95569	-208.51176	-585.7206	-271.80496	14.707932	-252.05919	-298.54733	1000.0	1000.0	19999	-74.75183	57.114166	1.3970388	-145.74886	-74.7494	57.121685	1.8494992	-145.30539	0.67971784	3.0846617	15.016066	-15.611498	-214.03322	22.653534	1568.285195350647
6	603.3402	9.908544	626.99426	588.5487	453.28354	44.854553	498.1429	387.05273	-83.60964	8.900308	-63.191467	-96.98958	-100.070145	63.359196	-14.984347	-165.45572	-354.6229	96.8902	-244.81926	-467.66336	-167.99406	17.452997	-126.382935	-193.97916	1000.0	1000.0	23999	-83.436035	64.76945	8.761907	-153.371	-83.43515	64.77103	9.015624	-152.11395	1.033002	3.1142876	13.987463	-16.894396	-240.89003	18.963694	1878.3554768562317
7	628.1399	20.776968	683.4569	609.3944	490.06683	25.658344	530.4269	461.5692	-83.98915	7.47285	-73.67044	-101.03277	-35.69914	14.916107	-20.467182	-52.006935	-254.12979	39.265324	-216.00836	-314.82483	-168.26622	14.945464	-147.34088	-202.17566	1000.0	1000.0	27999	-88.73864	68.70666	11.371466	-154.31808	-88.73714	68.705826	8.833907	-155.58643	0.8595648	3.0761175	15.464825	-16.156624	-257.9866	16.84678	2199.576094150543
8	756.6634	23.833338	788.3283	719.10077	494.08096	50.101814	546.9689	425.00906	-128.70042	10.981097	-114.272255	-148.75996	-70.511826	35.023045	-33.539227	-115.033615	-329.10294	93.652855	-247.79126	-488.53476	-258.64853	21.025879	-228.54451	-297.51993	1000.0	1000.0	31999	-91.45113	70.28572	11.45675	-153.94672	-91.45018	70.2846	8.329108	-156.41902	0.8148199	3.065527	14.452715	-13.835894	-266.8887	15.747287	2513.392557144165
9	756.9018	9.882762	779.67194	743.66455	516.6681	20.098072	540.4681	485.32455	-102.30763	4.7008977	-94.79931	-112.75616	-72.51116	20.58892	-50.873394	-104.74952	-286.76367	31.019705	-260.1457	-339.22214	-205.5762	10.053168	-189.59862	-225.51231	1000.0	1000.0	35999	-95.43051	72.563965	8.253736	-153.44774	-95.42836	72.562515	8.288543	-156.20412	0.7227293	2.9871128	12.947879	-14.570767	-279.54706	14.646258	2821.2449033260345
10	758.71326	5.4529276	771.0717	752.6155	511.9857	55.28657	575.7024	423.6783	-76.31914	3.7621348	-70.93997	-84.51267	-24.363611	22.99058	-7.0243897	-63.94079	-159.90202	36.633717	-109.87741	-202.12599	-155.34807	7.6684666	-141.87994	-169.02534	1000.0	1000.0	39999	-98.31517	74.24581	7.1452146	-156.33533	-98.31194	74.24301	7.2064533	-158.54224	0.63458884	2.9285932	14.072578	-17.985086	-288.55078	13.172195	3132.3373777866364
11	775.5993	7.7600875	787.1742	762.14984	507.80774	41.622116	541.6729	436.55136	-87.44873	3.4147124	-82.46555	-94.05952	-40.5213	27.96178	1.3043482	-77.2779	-259.4583	144.02379	-157.8499	-506.0303	-175.46869	6.918793	-164.9311	-188.11903	1000.0	1000.0	43999	-99.63387	74.72727	5.7124767	-157.90765	-99.63073	74.724144	4.4238424	-159.29292	0.5114759	2.8771784	12.665156	-17.516197	-292.83188	12.168722	3441.144275188446
12	767.1735	8.503059	775.4458	746.34735	557.1842	43.398857	631.3949	524.335	-86.84425	4.669225	-79.57313	-97.05089	-18.308826	14.92741	1.1617863	-36.53598	-171.3327	23.20291	-148.02406	-208.14966	-173.9957	9.187886	-160.41801	-194.28249	1000.0	1000.0	47999	-101.44712	75.44918	5.1663127	-156.5037	-101.44374	75.445465	3.2658923	-158.41675	0.44342247	2.8427513	12.299559	-16.56517	-298.51233	11.568711	3750.3461298942566
13	794.83234	17.438366	809.5343	749.185	537.40094	54.899136	619.9222	465.4458	-88.10782	5.4916935	-81.406136	-99.58027	-14.704143	22.678873	8.28329	-52.207058	-123.99626	39.349358	-69.40306	-164.3628	-177.23778	11.38202	-162.9742	-199.16054	1000.0	1000.0	51999	-101.72932	75.31757	5.196603	-158.27321	-101.72568	75.31449	2.9594684	-159.6969	0.38529766	2.8359954	13.213713	-14.458126	-299.52982	10.893842	4058.5376653671265
14	771.5831	4.7771835	778.7556	762.2166	513.13086	60.458138	597.30304	426.4007	-73.686714	3.7937887	-68.31882	-81.3065	-22.827122	19.338558	-6.8284526	-54.390465	-159.9577	69.42236	-68.4232	-256.74362	-147.37343	7.5875773	-136.63763	-162.613	1000.0	1000.0	55999	-100.74712	74.38434	2.0745344	-156.61536	-100.74435	74.381226	0.9222606	-157.90622	0.25122187	2.8375738	15.968008	-15.314053	-296.80737	9.957134	4367.156968593597
15	752.2285	16.08383	788.54645	739.0135	512.42	15.538583	536.103	497.80353	-88.597145	3.4340189	-84.812744	-97.48481	0.7148094	5.569514	9.112762	-6.397052	-91.52806	34.958134	-47.065704	-128.83475	-177.26875	6.8981404	-169.67877	-194.96962	1000.0	1000.0	59999	-99.27752	73.1358	1.7979435	-155.27141	-99.27442	73.132935	0.15038045	-156.39587	0.12637874	2.8385298	16.78384	-18.014177	-292.5138	9.160875	4727.224680423737
