Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-10.785059	69.47572	170.37419	-88.72933	-299.3281	44.989815	-235.55652	-343.24045	-75.963295	27.456354	-25.67674	-119.42518	-156.8491	47.079704	-80.688126	-207.3703	-456.17725	90.32119	-316.24463	-547.4828	-86.74835	90.34805	134.49486	-208.15451	1000.0	1000.0	3999	10.10907	5.980968	42.997265	-0.09687476	10.107542	5.9852552	42.246914	-3.96479	-8.213848	2.0574756	10.914509	-17.354025	9.234137	1.1229203	191.89865708351135
2	-988.4753	97.42084	-729.15216	-1112.3646	-327.08676	18.011236	-303.83286	-352.87347	-287.51437	47.686398	-175.90536	-346.45004	-141.68011	34.06367	-105.55142	-186.7251	-468.76685	19.98614	-438.0318	-490.55795	-1275.9896	138.78333	-905.05756	-1440.5067	1000.0	1000.0	7999	35.050816	10.787266	87.84082	3.5961223	35.0493	10.789512	87.81903	2.9482696	-3.174901	4.9547343	57.93688	-19.49308	28.821812	4.666024	441.5002851486206
3	213.45882	85.75799	405.13788	103.413704	-676.4188	369.24884	-301.2198	-1181.0044	-130.09123	38.114338	-57.49736	-169.02875	-124.875305	42.586002	-78.016235	-169.04329	-801.2941	360.9319	-388.0448	-1259.0206	83.36758	82.68453	240.99603	-6.656005	1000.0	1000.0	11999	76.45188	12.7106	127.368484	40.470642	76.45059	12.715228	127.14386	39.427456	-0.2165275	6.0421224	48.487045	-19.359703	60.917267	10.059746	693.3932645320892
4	711.04004	64.15897	824.1053	591.61365	-631.83594	82.15993	-548.0895	-736.12695	-47.649178	31.631739	-4.2485595	-94.791405	-130.99411	12.002645	-121.26801	-151.53412	-762.8301	74.92015	-681.24756	-860.9095	663.3909	72.34438	819.47125	578.1065	1000.0	1000.0	15999	86.61192	7.9384923	129.86075	61.601715	86.61121	7.94279	130.06454	61.69602	-7.0321856	2.8474076	15.726797	-18.647835	66.32489	7.939101	948.4382767677307
5	652.15344	7.9708285	664.7331	639.20984	-453.29382	95.3414	-340.2303	-572.89856	47.700783	5.0797553	57.438557	41.073	-155.8267	29.364979	-117.75065	-197.78856	-609.12054	103.56221	-457.98093	-737.5312	699.8542	8.279093	717.0539	687.66315	1000.0	1000.0	19999	82.46803	10.4154	128.29594	51.804207	82.467316	10.417341	129.51341	52.198822	-8.240825	1.9156872	7.263445	-18.271032	63.045856	6.2072697	1249.7064096927643
6	817.95374	18.774277	870.3107	794.33923	-274.82486	30.020788	-235.40904	-319.1027	29.244244	14.807049	44.392372	-12.353446	-138.95615	17.240349	-118.40803	-165.78271	-413.781	24.545633	-374.92184	-437.5107	847.19806	6.4104595	857.95734	838.7316	1000.0	1000.0	23999	78.6561	9.798115	118.92154	51.30304	78.656044	9.798418	118.79127	51.301987	-8.659809	1.4861809	5.2492275	-17.955925	60.532787	4.7356415	1639.8570129871368
7	867.41815	11.902643	883.91113	842.0651	-234.60791	20.050646	-201.46199	-255.35187	2.5879688	15.7387495	39.45415	-16.880516	-117.05366	23.533257	-79.74972	-144.95549	-351.66156	11.61584	-335.1016	-362.93	870.0062	6.533132	881.5193	856.7865	1000.0	1000.0	27999	77.99414	8.606509	115.56278	50.32554	77.99387	8.60805	115.77099	50.254345	-8.705204	1.3897244	10.705435	-18.904484	60.030365	4.229941	2041.0141274929047
8	915.28894	9.013307	935.7147	906.4189	-137.70894	71.51947	-17.147617	-204.13596	-7.6510115	8.390888	11.802596	-20.126547	-109.42842	50.70728	-37.566967	-178.3275	-247.13739	85.4208	-114.467255	-347.9664	907.6379	15.950499	947.51733	889.0407	1000.0	1000.0	31999	79.04289	7.5324006	120.23078	50.915977	79.043144	7.5330825	119.59713	53.22484	-8.6554365	1.3662275	7.1438923	-17.057438	60.440716	4.135657	2450.5191991329193
9	900.41736	26.52602	940.6411	873.271	-47.15524	41.863777	5.0185986	-108.83592	-9.657228	7.082156	1.9954078	-18.36484	-98.541306	38.65401	-58.43013	-142.90378	-145.69655	68.37701	-53.411533	-239.82439	890.76025	32.785427	939.73413	856.5118	1000.0	1000.0	35999	81.08637	6.83766	119.99208	55.57136	81.08627	6.8394527	120.64088	55.491295	-8.585147	1.3748966	12.923279	-17.938477	62.311302	4.052371	2862.260728597641
10	870.4582	11.804617	887.38116	852.0861	-40.672203	34.050926	-4.586641	-85.49282	-8.567724	6.0554404	0.3043419	-17.586412	-69.339325	43.511288	-0.8075855	-119.70267	-110.011536	55.9694	-62.49588	-205.1955	861.8905	11.949116	886.832	846.46954	1000.0	1000.0	39999	84.05262	6.30324	123.140755	54.28325	84.05272	6.3029485	120.70866	55.25363	-8.493977	1.3973849	20.312885	-18.015598	64.35504	3.8220909	3230.0994765758514
