Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-137.27802	25.65049	-90.90643	-164.16934	-383.79858	52.947884	-295.4587	-430.35086	-94.531265	20.086086	-69.99709	-138.14098	-277.5868	5.4526796	-273.54294	-286.87595	-2867.2139	170.56238	-2593.324	-3062.591	-1641.652	123.872406	-1362.0583	-1758.0409	1000.0	1000.0	3999	-21.2971	18.931404	5.167295	-80.323944	-21.295038	18.91343	0.33291006	-83.43596	-2.91555	4.665697	35.576	-13.649012	-22.079842	7.325881	136.8749554157257
2	-80.09878	14.824952	-66.33302	-121.31127	-311.8344	44.544575	-254.83868	-379.42828	-116.62561	7.4109225	-102.47035	-130.47113	-245.87909	47.402927	-170.27188	-287.3106	-2552.7256	175.98032	-2292.7664	-2789.0796	-757.5906	60.297215	-690.7896	-907.43097	1000.0	1000.0	7999	-45.176994	34.555256	0.6750851	-102.534775	-45.179073	34.553776	0.0053549716	-106.22051	-2.5378695	4.265712	41.82363	-15.917771	-51.5578	10.791552	316.451194524765
3	380.65054	23.613655	432.5479	355.89346	-384.4699	89.121895	-253.84169	-470.75043	-80.58582	7.2857504	-65.27222	-92.92851	-220.00934	62.643337	-145.10298	-317.06497	-2801.4377	181.08884	-2555.8997	-2985.3403	-164.64214	13.550313	-137.09633	-186.05266	1000.0	1000.0	11999	-76.13224	55.997456	-8.270752	-139.73566	-76.136185	55.996975	-8.19904	-135.82303	-3.618846	4.3903637	35.003998	-16.616505	-90.59633	17.787598	494.74031686782837
4	219.20117	15.245111	241.65762	199.93684	-378.41217	22.936722	-343.0421	-405.83136	126.65253	20.28084	159.58347	80.645325	-229.24149	42.831837	-182.75072	-294.27444	-2801.5342	191.42012	-2584.4624	-3033.9082	168.2006	34.139713	204.66702	95.59064	1000.0	1000.0	15999	-133.59612	97.08021	-19.73275	-190.66966	-133.59811	97.08108	-19.999197	-190.9635	-5.0081177	4.7043486	27.221684	-13.73343	-163.2911	35.47572	713.5481748580933
5	-71.02234	5.71064	-59.628952	-78.89106	-360.61142	59.989113	-261.6168	-413.0283	7.4323325	8.987269	19.150991	-12.665659	-134.81783	12.805796	-117.06071	-151.87534	-2634.6934	182.36913	-2428.4033	-2851.6733	-518.7433	24.351448	-471.9334	-553.9102	1000.0	1000.0	19999	-202.35016	145.32863	-51.86124	-243.3074	-202.34776	145.32677	-53.024185	-251.92706	-4.6976714	4.604949	33.19251	-15.340326	-247.84468	48.58836	986.8265142440796
6	178.00964	5.5166516	184.5426	165.29884	-379.60904	40.066208	-342.087	-444.42502	1.9176594	25.99407	63.53957	-35.852207	-123.846756	56.90437	-54.99166	-212.68408	-2600.6382	193.4761	-2396.849	-2862.7256	-2.3332005	45.62186	96.925766	-71.704414	1000.0	1000.0	23999	-266.5348	190.34293	-83.96427	-293.5129	-266.53223	190.34175	-83.95915	-292.20856	-4.4527483	4.5838327	43.43749	-14.499093	-326.90564	56.89061	1247.5777082443237
7	-96.50029	9.032244	-82.949	-108.55174	-355.9358	46.752995	-286.01648	-401.84433	-102.14931	2.1392553	-99.248955	-105.56612	-158.1404	36.90139	-109.27545	-212.60225	-2580.5984	191.36238	-2399.7493	-2858.6196	-598.80566	48.425377	-525.70935	-658.7021	1000.0	1000.0	27999	-322.99228	229.97632	-109.73358	-328.6351	-322.99142	229.97708	-110.1926	-322.7825	-4.254505	4.5585732	49.02077	-15.92384	-396.23123	60.04408	1461.132042169571
8	-98.01985	3.708026	-94.3006	-107.732155	-337.48138	45.761303	-295.02005	-412.32553	-67.11625	2.961513	-60.86911	-70.18965	-178.53568	22.056623	-159.53824	-215.51993	-2454.9126	194.6755	-2291.0044	-2786.6228	-638.3238	21.57686	-618.1108	-695.2394	1000.0	1000.0	31999	-369.78513	262.9132	-134.03513	-359.1038	-369.78397	262.91354	-131.64384	-359.21506	-4.1048393	4.527777	45.789734	-16.23075	-454.14618	58.945324	1671.8728494644165
9	-83.78023	10.527801	-54.12428	-92.13332	-326.5332	41.541676	-287.04022	-395.81873	-114.93868	7.91822	-105.56016	-135.41957	-163.94412	39.52268	-124.37172	-208.05101	-2397.4175	182.91383	-2228.6338	-2693.2485	-557.13763	33.91933	-463.43597	-586.7697	1000.0	1000.0	35999	-406.8998	289.02188	-155.10075	-366.85202	-406.898	289.0223	-151.13945	-362.5809	-4.1635857	4.5448446	59.559967	-17.053326	-499.8277	54.91885	1855.1039819717407
10	-268.32935	16.03916	-229.19595	-288.45486	-330.63745	75.2733	-279.0362	-460.70026	-91.12315	4.6652746	-79.90137	-98.18385	-135.5501	59.844627	-72.69736	-214.78484	-2363.0984	337.85217	-2104.6006	-2940.4216	-1515.0157	82.99319	-1315.4418	-1612.0829	1000.0	1000.0	39999	-435.49756	309.18695	-168.676	-373.55396	-435.4977	309.18713	-168.13963	-369.52872	-4.2308636	4.5425673	38.57108	-15.165632	-533.98914	51.350117	2038.6331253051758
