Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	-67.34367	29.556871	-6.3967733	-107.07102	-332.13443	36.8623	-293.11075	-392.70053	-716.0858	18.944519	-691.6744	-744.88995	-278.7187	47.507572	-221.03168	-343.27734	-2578.9048	173.56548	-2317.6187	-2806.123	-2094.4656	51.40325	-2000.6735	-2170.7388	1000.0	1000.0	3999	-16.5172	13.954208	0.6560049	-53.88335	-16.433823	13.921177	0.61440784	-52.569843	-4.2346153	4.6952686	25.60367	-17.164242	-7.191063	5.6388655	104.01044654846191
2	292.12286	43.44624	321.7752	196.4516	-325.84253	61.2871	-241.07578	-413.9554	-187.88608	11.99145	-175.93579	-210.15916	-330.23883	62.867085	-246.99808	-403.87543	-2671.8496	188.30992	-2499.9377	-2984.956	-422.16382	88.61914	-353.683	-627.71027	1000.0	1000.0	7999	-44.353153	33.51387	0.49333924	-147.75623	-44.361767	33.506924	0.13495268	-143.14853	-3.6133013	4.322863	38.74984	-16.67396	-22.161737	10.016767	237.26166439056396
3	477.27417	10.553887	491.74854	452.6968	-295.4232	90.16702	-181.90979	-397.64273	-149.52786	6.103965	-141.47897	-164.61282	-260.11	55.986458	-202.14726	-351.78128	-2394.46	381.95618	-1933.6761	-2834.147	-299.71173	12.459723	-282.95795	-331.7452	1000.0	1000.0	11999	-79.86461	58.579243	-12.800233	-193.2571	-79.86772	58.570904	-13.157027	-192.56616	-3.7376187	4.362632	57.328716	-15.698674	-40.697987	17.42407	376.0524694919586
4	142.24814	24.900667	180.67526	105.77321	-128.0613	50.577484	-71.021095	-191.40091	-217.79745	2.1509914	-213.98615	-221.59227	-259.87564	41.66097	-203.78842	-305.06982	-1786.0444	72.86972	-1708.1208	-1894.322	-451.38177	5.434924	-444.6983	-460.13373	1000.0	1000.0	15999	-126.83497	91.856575	-26.720488	-236.85677	-126.83432	91.8492	-26.955132	-241.6182	-4.321945	4.5354714	50.87229	-15.62109	-65.08406	25.188484	515.1581289768219
5	49.813194	4.5122437	56.723595	43.366688	-129.34009	20.980057	-104.26326	-155.0811	-144.2675	7.172658	-131.72235	-158.50853	-204.06038	43.256474	-154.49124	-266.78275	-1737.1648	77.70508	-1633.7968	-1852.8546	-348.5751	17.558628	-310.6059	-374.8515	1000.0	1000.0	19999	-173.24112	124.267685	-46.905575	-257.73285	-173.2397	124.26303	-49.090275	-257.74203	-4.0064583	4.4943504	48.3279	-16.262339	-88.326385	28.063831	657.0544714927673
6	305.4031	7.609533	315.21115	294.4024	-117.27904	22.24658	-98.97602	-154.63953	-156.2861	3.570196	-148.55446	-159.85907	-201.13461	46.405518	-152.82336	-276.4096	-1785.9086	104.90295	-1672.5472	-1957.5498	-313.4781	7.661802	-297.10892	-321.23486	1000.0	1000.0	23999	-212.43256	152.01656	-60.757595	-290.37885	-212.43295	152.0125	-63.66746	-286.83347	-3.750222	4.464949	52.791462	-14.781069	-106.84612	30.639769	817.1635949611664
7	161.45407	6.889921	171.703	149.94008	-76.05945	21.25996	-51.685986	-103.30852	-157.42036	3.7712114	-150.896	-161.53766	-163.09697	43.382114	-104.95317	-227.3464	-1422.7755	58.728134	-1334.8228	-1495.768	-328.60712	8.629286	-316.64	-341.88574	1000.0	1000.0	27999	-244.77766	174.95045	-79.75146	-309.23727	-244.77779	174.9459	-80.642685	-312.80206	-3.4750023	4.46147	59.481865	-14.1916685	-121.84106	31.495438	960.3103203773499
8	250.2706	19.542778	292.209	233.86465	-69.34186	16.739143	-42.3475	-88.18982	-237.57251	38.53119	-154.05432	-263.22067	-140.33069	20.424437	-113.08129	-165.40497	-1390.3833	76.88456	-1293.6646	-1506.8785	-493.31085	75.34079	-336.3352	-542.0622	1000.0	1000.0	31999	-269.98056	192.69875	-93.94395	-345.949	-269.98013	192.6943	-95.3031	-349.07516	-3.2986217	4.3597703	59.022964	-15.42141	-134.72906	29.451414	1103.417004108429
9	216.21538	3.2249312	223.49928	211.92917	-31.804142	19.725758	0.9057992	-49.28869	-130.48244	7.4894733	-118.83717	-139.86748	-147.27827	38.532288	-96.90296	-199.18446	-1371.1893	43.00814	-1332.3422	-1436.8208	-262.83685	14.811865	-239.97722	-283.00525	1000.0	1000.0	35999	-288.6173	205.92058	-102.87591	-345.52872	-288.6185	205.91751	-105.020905	-367.31012	-3.2015903	4.343648	50.066177	-16.030785	-142.81265	27.620687	1249.7451078891754
10	-75.199814	3.8993638	-69.54889	-82.509766	-28.949734	25.960306	12.235421	-59.688156	-119.65016	5.018938	-107.20503	-125.8283	-205.58533	7.509843	-196.66348	-215.43468	-1570.496	224.11497	-1326.1266	-1830.099	-851.30945	20.693392	-817.4908	-885.7758	1000.0	1000.0	39999	-303.7557	216.75826	-112.10244	-372.3046	-303.75714	216.75473	-109.96188	-368.63843	-3.1237204	4.356345	57.59675	-15.202596	-149.26785	28.479145	1397.3114144802094
