Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	293.15042	8.635602	304.91064	273.18155	-297.18134	14.541377	-279.3675	-313.52072	-147.23831	13.866786	-122.351074	-167.3667	-370.1718	98.83288	-207.54329	-455.0322	-2610.4949	155.92534	-2389.231	-2813.953	-334.95035	22.496412	-301.14816	-373.6936	1000.0	1000.0	3999	-18.549955	15.698247	4.2002664	-49.67182	-18.543777	15.698928	5.5186524	-49.358208	-3.5627942	4.431055	39.010124	-13.199338	-2.925332	6.0742345	97.06864738464355
2	416.65088	8.298797	430.43896	403.0001	-339.5061	41.872787	-271.0491	-380.36386	-125.55479	9.11448	-117.141785	-150.58093	-253.15451	75.49044	-164.52165	-364.56082	-2635.8726	80.18681	-2551.104	-2735.3557	-251.33981	18.14406	-234.28357	-301.245	1000.0	1000.0	7999	-36.83525	27.850243	6.04671	-65.100975	-36.83677	27.85021	6.688702	-57.86361	-2.145115	3.7794826	23.34899	-14.188978	-5.8204565	9.2537985	224.53563332557678
3	621.24854	3.364808	625.72705	615.5624	-100.15576	217.16579	152.46855	-338.79755	-109.58291	7.1018844	-96.799545	-119.486694	-265.5447	119.56521	-141.9733	-417.9674	-1900.501	809.85596	-1070.6396	-2863.7976	-219.24382	14.21805	-193.59909	-238.97339	1000.0	1000.0	11999	-46.11168	34.118904	4.4722056	-72.81117	-46.1133	34.11291	3.0591445	-73.16444	-2.450103	3.5835373	20.121494	-16.531954	-6.4992676	10.806613	355.50589537620544
4	539.14874	4.030697	543.6226	532.1876	169.02705	43.052486	234.10997	123.90166	-202.87741	10.833744	-184.01971	-217.94078	-124.84674	61.28504	-33.485165	-201.00781	-877.05347	231.55261	-503.31522	-1122.5663	-405.75482	21.667488	-368.03943	-435.88156	1000.0	1000.0	15999	-62.696114	46.042637	-1.5860592	-103.03782	-62.693787	46.034744	-1.4063263	-103.30878	-3.082915	3.6909134	22.305101	-16.253988	-7.9343243	13.808596	484.6368408203125
5	507.6546	13.926833	523.91223	488.62057	203.89548	19.969912	218.70958	169.56839	-49.59834	10.731385	-37.11096	-69.11214	-134.25803	22.81187	-97.6453	-160.4581	-657.2776	55.42536	-561.8619	-697.2263	-99.326866	21.605667	-74.22192	-138.22427	1000.0	1000.0	19999	-83.17762	60.54008	-12.224812	-137.15656	-83.1764	60.534336	-12.930971	-138.61522	-2.8556428	3.58859	21.261415	-15.116745	-9.358744	12.837078	611.5781688690186
6	557.96375	3.0556128	562.7706	552.586	254.10219	16.141794	271.2121	237.53152	-42.874794	7.584353	-29.127398	-53.90351	-129.9532	33.22046	-86.916504	-180.2644	-578.821	53.71132	-503.46445	-647.53973	-85.91023	15.364983	-58.254795	-107.80702	1000.0	1000.0	23999	-97.59923	70.65731	-17.914703	-143.29105	-97.59864	70.65429	-18.772762	-145.61327	-2.803343	3.511655	21.680927	-17.43877	-10.174288	11.25635	739.7908220291138
7	531.9801	20.90892	583.4966	512.6368	271.7661	49.724285	355.6424	227.75133	-66.04209	16.480679	-27.24916	-85.06425	-89.69742	4.5083723	-84.61717	-96.978584	-600.1464	63.36828	-515.42694	-694.1285	-132.08418	32.961357	-54.49832	-170.1285	1000.0	1000.0	27999	-106.55438	76.95402	-19.711636	-152.26154	-106.55503	76.95175	-21.803724	-151.3998	-2.7240338	3.4662085	24.593296	-15.946584	-10.504609	10.631674	872.79256939888
8	454.5939	3.6532154	460.7578	447.97498	271.4366	11.085865	289.48856	260.76654	-46.148865	5.8292656	-38.66369	-56.385662	-118.524994	25.2077	-81.30226	-148.20357	-502.17657	46.73107	-436.59158	-547.83655	-92.64769	11.956588	-77.32738	-112.771324	1000.0	1000.0	31999	-113.04611	81.57313	-22.378286	-151.15904	-113.04695	81.57152	-22.133533	-148.75717	-2.7832985	3.4554496	23.596125	-14.2465925	-10.241477	9.785037	1004.5220258235931
9	541.42444	32.89378	612.5983	514.0786	273.33194	45.387486	350.7161	239.24123	-34.280376	14.925972	-10.246733	-48.246925	-86.75969	92.860085	48.96065	-181.61642	-433.18875	159.57854	-215.99171	-608.5737	-68.60029	29.884027	-20.513515	-96.86916	1000.0	1000.0	35999	-115.73445	83.3872	-21.677666	-152.32018	-115.73381	83.385376	-23.306583	-151.03517	-2.646174	3.3827727	29.168346	-16.255764	-9.351832	8.682627	1135.2076773643494
10	534.9171	23.944746	561.2924	496.37555	300.47095	31.646395	334.18436	257.60712	-7.4956107	31.564613	41.441193	-33.782787	-110.44374	9.064833	-97.54582	-119.68354	-485.76663	40.67674	-429.80676	-543.27466	-15.062314	63.187443	82.882385	-67.565575	1000.0	1000.0	39999	-116.42403	83.8366	-20.578144	-150.27191	-116.42404	83.83528	-21.90861	-148.35646	-2.7449372	3.364837	24.526558	-13.869959	-9.011853	7.9283633	1267.0886735916138
