Epoch	AverageTestEnv0Ret	StdTestEnv0Ret	MaxTestEnv0Ret	MinTestEnv0Ret	AverageEnv0Ret	StdEnv0Ret	MaxEnv0Ret	MinEnv0Ret	AverageTestEnv1Ret	StdTestEnv1Ret	MaxTestEnv1Ret	MinTestEnv1Ret	AverageEnv1Ret	StdEnv1Ret	MaxEnv1Ret	MinEnv1Ret	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	606.85095	6.298952	614.4315	594.1722	-330.82294	27.491447	-309.23557	-377.95306	-21.106302	4.8088202	-11.122576	-28.046892	-286.75983	72.10289	-175.2063	-376.7727	-474.20285	48.512367	-403.45944	-528.16724	596.2977	6.2611747	602.97406	586.3159	1000.0	1000.0	3999	10.087567	5.8296976	31.632832	-3.133	10.090894	5.8241878	31.435455	-0.040255345	-8.078831	2.1971562	18.750603	-17.070044	9.261356	1.0798135	184.18727493286133
2	150.86365	5.8113585	159.16603	142.03813	-322.97287	53.70434	-240.59572	-389.80743	57.963844	12.463952	73.751305	36.984283	-264.1323	48.955353	-181.01201	-306.97446	-455.03906	55.65394	-394.08295	-533.90875	179.84557	8.433065	191.79463	166.70485	1000.0	1000.0	7999	34.273064	9.002938	72.338425	1.992479	34.27387	8.999967	71.700836	3.2223797	-5.2391005	3.609554	20.807224	-20.148624	27.717459	3.5106065	414.49549174308777
3	147.0222	64.22772	266.80154	62.923935	-574.6666	198.592	-336.21075	-790.3209	-93.40571	36.701237	-26.179855	-161.87071	-253.45209	61.82608	-167.57431	-325.5969	-701.39264	201.02791	-499.00922	-938.56226	100.31935	76.13432	239.10817	8.60243	1000.0	1000.0	11999	64.81957	9.550915	109.60973	31.703972	64.8198	9.546719	109.66137	32.62251	-2.743472	4.70023	31.210136	-18.968048	51.330162	6.9675593	647.4188919067383
4	631.84875	67.024284	740.48193	493.6062	-585.4297	21.248524	-551.7097	-604.9773	-16.727488	35.55571	54.45133	-57.89002	-263.4603	119.9802	-91.410576	-408.5064	-717.1598	62.89949	-628.5664	-806.42377	623.485	76.81533	726.093	465.40994	1000.0	1000.0	15999	84.93961	6.5819955	132.18578	61.43153	84.93943	6.575893	130.57936	60.946365	-4.3383718	4.334388	26.725933	-19.388176	66.27851	8.168747	887.839465379715
5	771.7516	39.344723	826.9281	705.33746	-470.45416	45.391235	-392.77313	-506.08725	-121.30144	19.207306	-98.28944	-165.4054	-274.5383	110.54636	-145.00426	-448.3677	-607.7233	66.20681	-529.6057	-710.49567	711.1009	45.159805	771.2791	622.6347	1000.0	1000.0	19999	96.54677	6.527084	143.98329	69.5706	96.5464	6.522429	142.51306	69.869125	-4.6921315	4.118819	23.27624	-19.80483	73.91878	7.960087	1128.136255979538
6	724.26984	72.901436	819.1767	555.9982	-483.72833	82.36365	-367.91693	-598.7599	-94.07384	24.591091	-56.292618	-134.3202	-273.2589	32.98783	-242.12408	-328.15634	-620.3578	89.98017	-488.97897	-732.7531	677.233	71.59577	791.0304	516.67267	1000.0	1000.0	23999	102.68506	6.227321	147.85075	77.57822	102.68472	6.219422	148.15172	77.156044	-5.5434427	3.6513462	18.013172	-19.720066	79.51766	7.1052814	1370.3589289188385
7	838.49084	12.958823	861.9423	825.09674	-325.3474	34.224953	-300.92236	-383.72305	-130.75565	10.59424	-106.87727	-150.35365	-279.70172	70.30185	-228.39064	-400.70264	-465.19827	38.162884	-415.32974	-503.25726	773.113	16.862873	808.5037	750.5633	1000.0	1000.0	27999	104.43269	6.0861797	150.87497	80.39313	104.43248	6.0844994	150.26071	78.99183	-6.9013205	2.9161475	24.863567	-19.770144	80.37219	6.2013817	1642.1606183052063
8	749.4734	24.171135	805.1295	714.15314	-272.9057	78.42762	-152.6606	-368.4048	-160.16599	30.437471	-109.77356	-209.98396	-342.42538	146.90305	-165.69023	-565.73444	-444.1184	127.209145	-289.4944	-587.0988	669.39044	37.331833	750.24274	625.41156	1000.0	1000.0	31999	104.1063	6.018397	150.07408	78.593765	104.10598	6.012688	150.74178	77.82766	-7.784683	2.3144069	14.433895	-17.922281	79.96723	5.6873627	1933.0628998279572
9	822.27625	11.925943	847.7542	803.2757	-238.12503	48.14156	-167.01807	-295.11722	-49.15652	6.1886477	-38.647224	-59.039974	-312.90338	76.95707	-197.17484	-403.9944	-394.57672	60.090614	-344.18674	-497.1144	797.698	11.768598	823.7392	783.9521	1000.0	1000.0	35999	103.22178	5.6640863	150.86278	66.00131	103.22153	5.6603446	148.05692	68.606834	-8.223854	1.9504808	22.074593	-17.12294	79.147766	5.393061	2295.3925449848175
10	822.66003	24.938648	894.87463	802.9143	-136.82538	35.51273	-81.762276	-168.93178	-38.993122	19.152416	0.84959835	-76.35753	-258.30673	43.981472	-192.38373	-312.4858	-265.97876	54.671165	-177.95413	-325.17468	803.16345	28.070585	881.0248	779.3156	1000.0	1000.0	39999	102.49002	5.3072805	160.14594	59.072277	102.49007	5.300037	156.6017	58.31188	-8.408621	1.8229274	17.199875	-18.128817	79.028175	5.262922	2699.3638491630554
